sample,strategy,longest,overlap,repeat,estimate,memory,cpu_time
ATCC_35897,rand,1000,25000,2,2825247.356624319,209460,43.35
ATCC_35897,rand,1000,25000,0,2819298.415254237,208840,37.84
ATCC_19119,rand,1000,25000,1,2947930.6224788553,195996,30.53
ATCC_19119,rand,1000,25000,0,2973665.631818182,191136,29.53
ATCC_19119,rand,1000,25000,2,2974610.096153846,195312,28.33
BPH2947,rand,1000,25000,0,2974609.3310382515,278660,62.64
BPH2947,rand,1000,25000,1,2754292.9790143087,270328,64.08
BPH2947,rand,1000,25000,2,2995643.9231531527,277484,69.52
ATCC_10708,rand,1000,25000,2,4663777.727375565,128232,12.44
ATCC_10708,rand,1000,25000,1,4676710.010683761,129672,13.95
ATCC_10708,rand,1000,25000,0,4706918.714285714,127972,13.61
KPC2,rand,1000,25000,0,5960872.9289672095,446996,84.08
KPC2,rand,1000,25000,1,5880329.9838558,436192,80.79
KPC2,rand,1000,25000,2,6009092.089749645,435780,82.02
RDH275,rand,1000,25000,0,1837203.5293480735,164280,32.75
RDH275,rand,1000,25000,1,1840751.555128205,161976,33.52
RDH275,rand,1000,25000,2,1846863.4056902986,163640,30.57
AJ292,rand,1000,25000,1,5717455.451787994,453864,93.8
AJ292,rand,1000,25000,0,5713227.469969969,485524,83.79
AJ292,rand,1000,25000,2,5692461.577924459,455652,90.59
ATCC_17802,rand,1000,25000,1,5114738.515151515,167228,16.25
ATCC_17802,rand,1000,25000,2,5079912.949275363,156944,16.76
ATCC_17802,rand,1000,25000,0,5126764.666666666,143368,14.94
ATCC_35221,rand,1000,25000,1,1536899.4167217813,219896,56.93
ATCC_35221,rand,1000,25000,0,1553711.2043724381,218088,59.14
ATCC_35221,rand,1000,25000,2,1537803.7237060042,228336,60.6
AMtb_1,rand,1000,25000,0,4372721.2453947365,163876,21.09
AMtb_1,rand,1000,25000,2,4310945.140625,170836,21.33
AMtb_1,rand,1000,25000,1,4366254.406818181,167220,21.55
MMC234,rand,1000,25000,0,2181596.961904762,220824,48.51
MMC234,rand,1000,25000,1,2169689.3641381767,223468,49.72
MMC234,rand,1000,25000,2,2170918.3881310364,220124,49.92
ATCC_33560,rand,1000,25000,0,1737375.2172705315,213984,52.83
ATCC_33560,rand,1000,25000,1,1733905.228596338,215492,53.33
ATCC_33560,rand,1000,25000,2,1738101.824468085,213140,53.24
ATCC_BAA-679,rand,1000,25000,1,2967631.0087394067,182516,27.4
ATCC_BAA-679,rand,1000,25000,2,2957240.645780051,184060,28.31
ATCC_BAA-679,rand,1000,25000,0,2964709.9558378705,181976,27.9
ATCC_25922,rand,1000,25000,1,5320231.5767195765,167344,40.07
ATCC_25922,rand,1000,25000,2,5497823.176169591,165292,39.05
ATCC_25922,rand,1000,25000,0,5397907.955769232,169436,30.13
ATCC_35897,rand,1000,5000,0,2839282.131661442,97616,9.82
ATCC_35897,rand,1000,5000,2,2826310.3571428573,92224,9.87
ATCC_35897,rand,1000,5000,1,2843382.461038961,97232,9.99
ATCC_19119,rand,1000,5000,2,3081281.4409090905,85344,7.59
ATCC_19119,rand,1000,5000,0,2957186.384615385,92320,7.48
ATCC_19119,rand,1000,5000,1,3015097.4199134195,86880,7.17
BPH2947,rand,1000,5000,1,2735809.76875,142680,15.28
BPH2947,rand,1000,5000,2,2769838.125,142664,14.99
BPH2947,rand,1000,5000,0,2783544.4201680673,139000,15.04
ATCC_10708,rand,1000,5000,1,4801030.555555556,79740,5.18
ATCC_10708,rand,1000,5000,2,4620881.625,63176,5.23
ATCC_10708,rand,1000,5000,0,4624601.9,62208,5.13
KPC2,rand,1000,5000,0,6069009.247916667,184808,19.03
KPC2,rand,1000,5000,2,6014070.833333334,184484,18.13
KPC2,rand,1000,5000,1,5819644.343891403,211144,18.89
RDH275,rand,1000,5000,1,1811192.37535014,79276,7.43
RDH275,rand,1000,5000,0,1833216.4,100728,7.52
RDH275,rand,1000,5000,2,1844538.8499999999,78784,7.56
AJ292,rand,1000,5000,1,5545677.753267974,185504,20.42
AJ292,rand,1000,5000,2,5889608.342857143,183236,17.28
AJ292,rand,1000,5000,0,5642636.1407563025,233880,19.58
ATCC_17802,rand,1000,5000,1,5114426.857142856,68056,5.77
ATCC_17802,rand,1000,5000,0,5260090.511363637,70124,5.36
ATCC_17802,rand,1000,5000,2,5314430.694444444,69372,5.45
ATCC_35221,rand,1000,5000,0,1543390.104519774,98864,14.66
ATCC_35221,rand,1000,5000,2,1531208.3159041395,102452,13.19
ATCC_35221,rand,1000,5000,1,1530867.2285714287,95084,14.47
AMtb_1,rand,1000,5000,0,4261294.141414141,75552,6.65
AMtb_1,rand,1000,5000,2,4390355.341666667,76328,6.42
AMtb_1,rand,1000,5000,1,4427869.166666666,96364,6.8
MMC234,rand,1000,5000,2,2109159.7810344826,95896,11.21
MMC234,rand,1000,5000,0,2163848.5219298243,95256,10.76
MMC234,rand,1000,5000,1,2145383.5214424953,101872,10.54
ATCC_33560,rand,1000,5000,1,1728714.96,91748,14.24
ATCC_33560,rand,1000,5000,2,1718898.725,91704,11.47
ATCC_33560,rand,1000,5000,0,1756717.7964426875,89224,11.52
ATCC_BAA-679,rand,1000,5000,1,2938769.381868132,86272,7.57
ATCC_BAA-679,rand,1000,5000,2,2983474.0734953703,90772,7.43
ATCC_BAA-679,rand,1000,5000,0,2985001.180555556,91400,8.06
ATCC_25922,rand,1000,5000,1,5471437.8,69636,8.24
ATCC_25922,rand,1000,5000,0,5256481.0625,72756,9.34
ATCC_25922,rand,1000,5000,2,5172776.75,74208,8.36
ATCC_35897,rand,1000,10000,1,2839617.207792208,123352,16.45
ATCC_35897,rand,1000,10000,0,2846516.7532894732,121876,18.56
ATCC_35897,rand,1000,10000,2,2849701.1620370373,119532,15.24
ATCC_19119,rand,1000,10000,2,2962868.2161172163,115216,12.96
ATCC_19119,rand,1000,10000,0,2934269.717261905,120424,13.05
ATCC_19119,rand,1000,10000,1,2927143.595707071,111172,12.81
BPH2947,rand,1000,10000,2,3031105.646451613,160556,25.71
BPH2947,rand,1000,10000,1,2669958.4827586208,164384,29.64
BPH2947,rand,1000,10000,0,2819082.463010204,155736,26.61
ATCC_10708,rand,1000,10000,0,4659274.555555556,79392,7.06
ATCC_10708,rand,1000,10000,2,4766290.555555556,76908,7.04
ATCC_10708,rand,1000,10000,1,4753291.777777778,82872,6.77
KPC2,rand,1000,10000,2,5952772.041666667,317284,39.02
KPC2,rand,1000,10000,0,5838950.645959596,247436,36.29
KPC2,rand,1000,10000,1,6031799.472819595,248500,38.5
RDH275,rand,1000,10000,2,1816889.2113237637,93520,14.15
RDH275,rand,1000,10000,1,1820502.837037037,104188,14.5
RDH275,rand,1000,10000,0,1834226.6593233673,100664,13.77
AJ292,rand,1000,10000,2,5766427.436237374,243828,39.58
AJ292,rand,1000,10000,0,5692492.705278592,246068,34.66
AJ292,rand,1000,10000,1,5690581.028571429,239260,33.14
ATCC_17802,rand,1000,10000,1,5223444.5625,101848,8.12
ATCC_17802,rand,1000,10000,2,5146255.175000001,108072,8.06
ATCC_17802,rand,1000,10000,0,5159995.157894736,87152,7.75
ATCC_35221,rand,1000,10000,2,1546521.9318181816,139404,25.35
ATCC_35221,rand,1000,10000,1,1530836.009722222,129164,28.65
ATCC_35221,rand,1000,10000,0,1561695.0528846155,127712,25.46
AMtb_1,rand,1000,10000,2,4432749.206349206,96416,11.8
AMtb_1,rand,1000,10000,1,4372133.841666667,97220,10.85
AMtb_1,rand,1000,10000,0,4322843.705938697,96544,10.31
MMC234,rand,1000,10000,2,2170548.9023717595,130492,21.15
MMC234,rand,1000,10000,1,2153418.9194139196,130004,20.16
MMC234,rand,1000,10000,0,2135846.4257215615,126048,20.53
ATCC_33560,rand,1000,10000,2,1721440.7575000003,123968,21.97
ATCC_33560,rand,1000,10000,0,1727765.3842245988,126604,21.78
ATCC_33560,rand,1000,10000,1,1758397.6,125740,22.06
ATCC_BAA-679,rand,1000,10000,1,2963256.570833334,105512,11.86
ATCC_BAA-679,rand,1000,10000,0,2981034.4666666663,111028,12.62
ATCC_BAA-679,rand,1000,10000,2,2979010.1456548343,112964,12.56
ATCC_25922,rand,1000,10000,2,5212815.567307692,93932,17.17
ATCC_25922,rand,1000,10000,1,5263871.827956989,99472,15.51
ATCC_25922,rand,1000,10000,0,5345264.041666667,93012,14.95
ATCC_35897,rand,25000,1000,2,3076758.6666666665,1556272,39.33
ATCC_35897,rand,25000,1000,1,3042420.3,1596824,35.48
ATCC_35897,rand,25000,1000,0,3057492.0,1612120,36.16
ATCC_19119,rand,25000,1000,2,3067606.6666666665,1389956,28.75
ATCC_19119,rand,25000,1000,0,3098509.0625,1507876,28.96
ATCC_19119,rand,25000,1000,1,3108045.5,1435376,26.77
BPH2947,rand,25000,1000,0,2971177.5250000004,2076604,62.23
BPH2947,rand,25000,1000,2,2762269.613095238,2148652,60.07
BPH2947,rand,25000,1000,1,2837680.5,2086708,57.22
ATCC_10708,rand,25000,1000,2,4650698.0,843044,13.39
ATCC_10708,rand,25000,1000,1,4647429.0,850216,13.87
ATCC_10708,rand,25000,1000,0,4692761.0,844192,13.7
KPC2,rand,25000,1000,2,6448392.125,3422424,81.77
KPC2,rand,25000,1000,0,6489029.5,3560372,80.12
KPC2,rand,25000,1000,1,6376764.964285715,3509916,85.24
RDH275,rand,25000,1000,2,1769957.7083333333,1242780,30.66
RDH275,rand,25000,1000,1,1817879.0,1225732,29.44
RDH275,rand,25000,1000,0,1794571.3333333333,1188952,30.63
AJ292,rand,25000,1000,1,6383715.5,3233228,77.3
AJ292,rand,25000,1000,2,6181946.833333332,3217560,78.56
AJ292,rand,25000,1000,0,6111678.0,3173324,74.45
ATCC_17802,rand,25000,1000,0,5087585.999999999,884448,15.31
ATCC_17802,rand,25000,1000,2,5134530.0,877612,15.33
ATCC_17802,rand,25000,1000,1,5180309.999999999,904408,14.96
ATCC_35221,rand,25000,1000,0,1579409.25,1724852,59.02
ATCC_35221,rand,25000,1000,2,1592399.8636363638,1788768,60.55
ATCC_35221,rand,25000,1000,1,1562493.5416666667,1660896,59.9
AMtb_1,rand,25000,1000,0,4756832.0,1216816,21.16
AMtb_1,rand,25000,1000,2,4658062.0,1227240,20.27
AMtb_1,rand,25000,1000,1,4905709.0,1210292,20.64
MMC234,rand,25000,1000,0,2128746.041666666,1723496,44.65
MMC234,rand,25000,1000,2,2145750.9166666665,1718848,45.62
MMC234,rand,25000,1000,1,2114645.5999999996,1652196,43.72
ATCC_33560,rand,25000,1000,0,1736099.083333333,1682020,54.97
ATCC_33560,rand,25000,1000,1,1821600.8125,1709268,52.13
ATCC_33560,rand,25000,1000,2,1708560.25,1668572,52.92
ATCC_BAA-679,rand,25000,1000,0,2997925.4166666665,1366736,27.0
ATCC_BAA-679,rand,25000,1000,2,3062761.375,1429876,27.78
ATCC_BAA-679,rand,25000,1000,1,3041230.0,1413784,28.11
ATCC_25922,rand,25000,1000,0,4650035.0,1053440,23.2
ATCC_25922,rand,25000,1000,1,4855669.0,997672,23.68
ATCC_25922,rand,25000,1000,2,4787010.0,1041920,23.1
ATCC_35897,rand,25000,500,0,3267563.0,1512560,23.11
ATCC_35897,rand,25000,500,1,3149985.0,1511284,22.03
ATCC_35897,rand,25000,500,2,3212773.75,1549380,22.94
ATCC_19119,rand,25000,500,1,3329096.0,1429800,19.54
ATCC_19119,rand,25000,500,0,3098238.25,1331488,17.94
ATCC_19119,rand,25000,500,2,3211281.916666667,1378692,18.46
BPH2947,rand,25000,500,2,2764070.5,1877116,34.23
BPH2947,rand,25000,500,1,2909689.375,2070652,36.72
BPH2947,rand,25000,500,0,2823993.5,2051352,35.97
ATCC_10708,rand,25000,500,1,inf,835748,10.82
ATCC_10708,rand,25000,500,2,inf,837076,10.98
ATCC_10708,rand,25000,500,0,inf,840384,8.03
KPC2,rand,25000,500,2,6800124.0,3480876,50.13
KPC2,rand,25000,500,1,6771035.0,3436776,46.93
KPC2,rand,25000,500,0,6922562.25,3357260,48.28
RDH275,rand,25000,500,2,1867412.0,1146980,18.54
RDH275,rand,25000,500,0,1948487.0,1161112,21.23
RDH275,rand,25000,500,1,1921989.0,1214160,19.74
AJ292,rand,25000,500,2,6482463.75,3110660,45.87
AJ292,rand,25000,500,0,6647824.666666666,3124936,32.57
AJ292,rand,25000,500,1,6612650.5,3111340,43.81
ATCC_17802,rand,25000,500,1,inf,885104,11.33
ATCC_17802,rand,25000,500,0,inf,889280,11.82
ATCC_17802,rand,25000,500,2,inf,891084,13.18
ATCC_35221,rand,25000,500,2,1595731.5,1625848,34.95
ATCC_35221,rand,25000,500,1,1572246.5,1694664,35.6
ATCC_35221,rand,25000,500,0,1604929.0,1675084,35.18
AMtb_1,rand,25000,500,0,4541085.999999999,1207728,11.11
AMtb_1,rand,25000,500,1,4514847.0,1204396,14.92
AMtb_1,rand,25000,500,2,4466795.0,1214392,14.69
MMC234,rand,25000,500,0,2011078.0,1593160,26.09
MMC234,rand,25000,500,2,2138036.5,1622748,27.01
MMC234,rand,25000,500,1,2127711.875,1562664,27.45
ATCC_33560,rand,25000,500,2,1786838.4166666665,1703228,34.11
ATCC_33560,rand,25000,500,0,1834569.0,1618960,31.48
ATCC_33560,rand,25000,500,1,1812525.75,1704136,33.91
ATCC_BAA-679,rand,25000,500,0,3144990.0,1316092,18.51
ATCC_BAA-679,rand,25000,500,1,3296542.0,1335248,18.66
ATCC_BAA-679,rand,25000,500,2,3237496.0,1352784,18.15
ATCC_25922,rand,25000,500,0,inf,969916,15.04
ATCC_25922,rand,25000,500,2,inf,954264,16.49
ATCC_25922,rand,25000,500,1,5802639.0,988108,17.98
ATCC_35897,rand,25000,100,0,inf,1491208,13.21
ATCC_35897,rand,25000,100,1,inf,1433352,12.73
ATCC_35897,rand,25000,100,2,inf,1439556,12.87
ATCC_19119,rand,25000,100,0,inf,1331040,12.58
ATCC_19119,rand,25000,100,2,inf,1280584,10.85
ATCC_19119,rand,25000,100,1,inf,1288928,11.0
BPH2947,rand,25000,100,0,inf,1740756,16.7
BPH2947,rand,25000,100,2,inf,1711592,15.55
BPH2947,rand,25000,100,1,inf,1767728,17.06
ATCC_10708,rand,25000,100,1,inf,842356,9.36
ATCC_10708,rand,25000,100,0,inf,847040,9.85
ATCC_10708,rand,25000,100,2,inf,842432,9.35
KPC2,rand,25000,100,2,inf,3273892,25.71
KPC2,rand,25000,100,1,inf,3233740,24.4
KPC2,rand,25000,100,0,inf,3234460,25.33
RDH275,rand,25000,100,1,inf,1088672,10.25
RDH275,rand,25000,100,2,inf,1090940,9.85
RDH275,rand,25000,100,0,inf,1112320,10.17
AJ292,rand,25000,100,0,inf,2973840,24.37
AJ292,rand,25000,100,2,inf,2939112,22.93
AJ292,rand,25000,100,1,inf,2990332,24.22
ATCC_17802,rand,25000,100,2,inf,886372,9.33
ATCC_17802,rand,25000,100,1,inf,891484,9.67
ATCC_17802,rand,25000,100,0,inf,886216,10.1
ATCC_35221,rand,25000,100,1,inf,1551120,16.63
ATCC_35221,rand,25000,100,0,inf,1546180,16.98
ATCC_35221,rand,25000,100,2,inf,1571120,16.7
AMtb_1,rand,25000,100,2,inf,1211132,11.67
AMtb_1,rand,25000,100,0,inf,1196716,10.53
AMtb_1,rand,25000,100,1,inf,1197364,10.98
MMC234,rand,25000,100,1,inf,1541704,13.67
MMC234,rand,25000,100,0,inf,1528080,13.57
MMC234,rand,25000,100,2,inf,1535088,14.65
ATCC_33560,rand,25000,100,1,inf,1505764,15.25
ATCC_33560,rand,25000,100,0,inf,1512536,15.24
ATCC_33560,rand,25000,100,2,inf,1517652,15.66
ATCC_BAA-679,rand,25000,100,1,inf,1277960,10.93
ATCC_BAA-679,rand,25000,100,0,inf,1290108,10.99
ATCC_BAA-679,rand,25000,100,2,inf,1295744,10.81
ATCC_25922,rand,25000,100,0,inf,901068,10.39
ATCC_25922,rand,25000,100,1,inf,929560,10.25
ATCC_25922,rand,25000,100,2,inf,887784,10.01
ATCC_35897,rand,25000,25000,1,2831240.326894192,1926800,677.92
ATCC_35897,rand,25000,25000,2,2835304.638737098,2051852,718.6
ATCC_35897,rand,25000,25000,0,2845771.6475256775,2053912,662.48
ATCC_19119,rand,25000,25000,1,2978364.2083333335,1836832,486.95
ATCC_19119,rand,25000,25000,2,2958077.6078431373,1812256,494.19
ATCC_19119,rand,25000,25000,0,2961210.7252014447,1853212,476.9
BPH2947,rand,25000,25000,1,2975917.6227678573,3027192,918.81
BPH2947,rand,25000,25000,2,3028658.6768617025,2826096,943.41
BPH2947,rand,25000,25000,0,2942756.690530737,2934172,904.84
ATCC_10708,rand,25000,25000,0,4655328.586309523,1022616,134.12
ATCC_10708,rand,25000,25000,1,4723586.086956522,976316,136.55
ATCC_10708,rand,25000,25000,2,4700414.272644928,966176,134.77
KPC2,rand,25000,25000,1,5945212.035862069,3933260,589.21
KPC2,rand,25000,25000,0,6046575.5024999995,3924776,578.95
KPC2,rand,25000,25000,2,5982586.750957856,3788744,588.07
RDH275,rand,25000,25000,0,1840504.7715240642,1499752,469.25
RDH275,rand,25000,25000,2,1849634.4947975252,1557392,450.31
RDH275,rand,25000,25000,1,1839923.0526315793,1539920,449.4
AJ292,rand,25000,25000,2,5722917.318627451,3740712,1344.32
AJ292,rand,25000,25000,0,5696060.848917197,3594124,1281.66
AJ292,rand,25000,25000,1,5678193.119607843,3936364,1292.18
ATCC_17802,rand,25000,25000,0,5169757.069047619,1106404,160.69
ATCC_17802,rand,25000,25000,1,5164797.208333334,1160676,161.03
ATCC_17802,rand,25000,25000,2,5159086.820833334,1069464,159.0
ATCC_35221,rand,25000,25000,2,1555154.5113636365,1881484,162.22
ATCC_35221,rand,25000,25000,1,1527952.2067868505,1993588,162.77
ATCC_35221,rand,25000,25000,0,1548009.0448717948,1853184,154.12
AMtb_1,rand,25000,25000,2,4399711.726089418,1428616,273.81
AMtb_1,rand,25000,25000,1,4434277.534810127,1409400,273.08
AMtb_1,rand,25000,25000,0,4374147.999305556,1413452,288.93
MMC234,rand,25000,25000,2,2182770.151434374,2124948,563.09
MMC234,rand,25000,25000,0,2180908.837575758,2186016,559.99
MMC234,rand,25000,25000,1,2180561.689215686,2181144,563.1
ATCC_33560,rand,25000,25000,1,1754532.3915791984,2171832,357.84
ATCC_33560,rand,25000,25000,0,1749935.9206349207,2089764,348.01
ATCC_33560,rand,25000,25000,2,1746725.332718894,2047896,369.34
ATCC_BAA-679,rand,25000,25000,0,2965938.8931002477,1734272,453.66
ATCC_BAA-679,rand,25000,25000,1,2953473.8918609354,1782208,454.73
ATCC_BAA-679,rand,25000,25000,2,2959728.4386009625,1795244,443.02
ATCC_25922,rand,25000,25000,2,5443563.421052633,1569952,402.45
ATCC_25922,rand,25000,25000,1,5438050.163690476,1543120,387.36
ATCC_25922,rand,25000,25000,0,5417066.347158218,1527896,364.9
ATCC_35897,rand,25000,5000,0,2791320.512820513,1694460,147.7
ATCC_35897,rand,25000,5000,1,2845543.0344827585,1744756,141.17
ATCC_35897,rand,25000,5000,2,2830743.074675325,1708296,144.77
ATCC_19119,rand,25000,5000,2,3003090.611111111,1631988,107.01
ATCC_19119,rand,25000,5000,1,3006570.591666667,1558804,102.21
ATCC_19119,rand,25000,5000,0,2973254.657142857,1617696,101.99
BPH2947,rand,25000,5000,1,2934305.480769231,2450472,238.91
BPH2947,rand,25000,5000,0,2980316.3954741387,2439720,244.57
BPH2947,rand,25000,5000,2,2888309.6595238093,2508864,240.49
ATCC_10708,rand,25000,5000,0,4822163.2,880012,33.71
ATCC_10708,rand,25000,5000,2,4739835.2375,877080,34.04
ATCC_10708,rand,25000,5000,1,4774960.0,893904,33.82
KPC2,rand,25000,5000,2,5988528.047342192,3724484,319.76
KPC2,rand,25000,5000,1,6029480.290909091,3686820,312.94
KPC2,rand,25000,5000,0,5947350.512362638,3731948,313.68
RDH275,rand,25000,5000,2,1825149.5515873013,1319068,123.29
RDH275,rand,25000,5000,0,1819739.6500000001,1342344,119.99
RDH275,rand,25000,5000,1,1831310.2932330826,1326696,122.78
AJ292,rand,25000,5000,2,5859352.480014535,3474912,295.67
AJ292,rand,25000,5000,1,5715799.828947369,3397216,298.88
AJ292,rand,25000,5000,0,5705058.861111111,3480516,292.36
ATCC_17802,rand,25000,5000,0,5261667.371428572,940264,41.3
ATCC_17802,rand,25000,5000,1,5272711.5,960632,39.04
ATCC_17802,rand,25000,5000,2,5225281.359848485,911940,39.46
ATCC_35221,rand,25000,5000,0,1543138.3387799566,1989356,156.25
ATCC_35221,rand,25000,5000,1,1555454.4980158731,1949680,162.06
ATCC_35221,rand,25000,5000,2,1584210.8846153845,1934168,154.71
AMtb_1,rand,25000,5000,2,4390469.583333334,1249296,62.84
AMtb_1,rand,25000,5000,1,4409370.363636363,1261764,62.4
AMtb_1,rand,25000,5000,0,4380979.86111111,1264876,63.53
MMC234,rand,25000,5000,0,2143864.2077702703,1882516,181.76
MMC234,rand,25000,5000,1,2137430.6113360324,1959692,180.1
MMC234,rand,25000,5000,2,2169964.7874493925,1986776,181.39
ATCC_33560,rand,25000,5000,2,1748655.0915331806,2000304,228.93
ATCC_33560,rand,25000,5000,0,1729479.641025641,1856728,222.31
ATCC_33560,rand,25000,5000,1,1744932.7616959065,1957856,220.88
ATCC_BAA-679,rand,25000,5000,0,3001217.411111111,1525768,95.41
ATCC_BAA-679,rand,25000,5000,1,2991894.4848484853,1528376,98.56
ATCC_BAA-679,rand,25000,5000,2,2969059.935897436,1521400,98.65
ATCC_25922,rand,25000,5000,1,5334240.500000001,1184160,87.53
ATCC_25922,rand,25000,5000,0,5350030.750000001,1219752,86.23
ATCC_25922,rand,25000,5000,2,5163310.0,1238900,78.24
ATCC_35897,rand,25000,10000,1,2815296.6296296297,1820832,271.55
ATCC_35897,rand,25000,10000,0,2810030.7639043382,1850844,269.11
ATCC_35897,rand,25000,10000,2,2823221.7272727275,1804080,283.05
ATCC_19119,rand,25000,10000,0,2962953.894736842,1695368,206.05
ATCC_19119,rand,25000,10000,2,2978426.554166666,1663816,197.03
ATCC_19119,rand,25000,10000,1,2982323.7345537758,1732684,197.21
BPH2947,rand,25000,10000,1,2907322.756321839,2490912,455.76
BPH2947,rand,25000,10000,0,2995949.7750000004,2508260,459.88
BPH2947,rand,25000,10000,2,2970531.423611111,2449036,462.35
ATCC_10708,rand,25000,10000,1,4714929.367307693,892868,59.83
ATCC_10708,rand,25000,10000,2,4673613.718181818,915524,58.61
ATCC_10708,rand,25000,10000,0,4686569.234449761,893148,65.46
KPC2,rand,25000,10000,0,6048971.402597403,3809520,579.55
KPC2,rand,25000,10000,1,6087999.538461539,3769444,580.29
KPC2,rand,25000,10000,2,6035475.570546353,3894428,584.05
RDH275,rand,25000,10000,1,1836001.8657852565,1395460,235.2
RDH275,rand,25000,10000,0,1844360.2006172838,1422932,247.75
RDH275,rand,25000,10000,2,1824823.6949728262,1378308,246.31
AJ292,rand,25000,10000,2,5679706.3264353825,3686476,623.74
AJ292,rand,25000,10000,0,5676060.208695652,3467928,577.57
AJ292,rand,25000,10000,1,5691238.986666666,3559532,629.73
ATCC_17802,rand,25000,10000,2,5168036.125,989052,66.06
ATCC_17802,rand,25000,10000,1,5190949.375,1008304,68.44
ATCC_17802,rand,25000,10000,0,5176665.424999999,1027312,76.25
ATCC_35221,rand,25000,10000,0,1555954.128054741,2057252,159.17
ATCC_35221,rand,25000,10000,2,1536695.3414285714,1952680,159.78
ATCC_35221,rand,25000,10000,1,1558418.4670329671,1944548,158.4
AMtb_1,rand,25000,10000,0,4396381.391304348,1262500,114.16
AMtb_1,rand,25000,10000,1,4379792.8560606055,1278288,116.18
AMtb_1,rand,25000,10000,2,4365036.615384616,1266808,115.33
MMC234,rand,25000,10000,0,2183143.1819819817,2007216,354.31
MMC234,rand,25000,10000,1,2202090.7157784747,1991664,352.6
MMC234,rand,25000,10000,2,2172539.9142857143,2065116,384.25
ATCC_33560,rand,25000,10000,0,1744076.514033681,2047112,349.49
ATCC_33560,rand,25000,10000,2,1763981.915961945,2083956,354.63
ATCC_33560,rand,25000,10000,1,1770005.8304988663,2074924,352.64
ATCC_BAA-679,rand,25000,10000,2,2963626.0952380956,1580400,191.12
ATCC_BAA-679,rand,25000,10000,0,2964138.3885772564,1589696,187.22
ATCC_BAA-679,rand,25000,10000,1,2969312.108974359,1607640,197.14
ATCC_25922,rand,25000,10000,0,5339218.518518519,1333948,158.45
ATCC_25922,rand,25000,10000,2,5292360.972727273,1312376,159.1
ATCC_25922,rand,25000,10000,1,5240089.0,1302352,151.84
ATCC_35897,rand,500,1000,1,3019211.333333333,58752,2.72
ATCC_35897,rand,500,1000,2,2953765.0416666665,58752,3.12
ATCC_35897,rand,500,1000,0,2843824.333333333,58176,2.75
ATCC_19119,rand,500,1000,2,3248050.7142857146,58752,2.52
ATCC_19119,rand,500,1000,0,3047772.5,58176,3.06
ATCC_19119,rand,500,1000,1,3043504.0,59904,2.6
BPH2947,rand,500,1000,0,2710800.125,76224,3.47
BPH2947,rand,500,1000,1,2827984.3333333335,62696,3.75
BPH2947,rand,500,1000,2,2672067.111111111,72280,3.45
ATCC_10708,rand,500,1000,0,4622489.0,59904,3.2
ATCC_10708,rand,500,1000,1,4703837.0,59904,3.12
ATCC_10708,rand,500,1000,2,4820431.000000001,60480,3.07
KPC2,rand,500,1000,2,6180982.8,112652,4.31
KPC2,rand,500,1000,1,5865410.666666666,124352,4.73
KPC2,rand,500,1000,0,6130021.333333334,115380,4.53
RDH275,rand,500,1000,1,1815135.3333333335,58176,2.18
RDH275,rand,500,1000,0,1830061.0666666664,59328,2.06
RDH275,rand,500,1000,2,1738723.6666666665,58752,2.34
AJ292,rand,500,1000,1,6122299.583333333,96624,5.34
AJ292,rand,500,1000,0,5764453.0,95152,4.84
AJ292,rand,500,1000,2,5725035.666666666,102616,6.31
ATCC_17802,rand,500,1000,1,5114504.0,59328,3.34
ATCC_17802,rand,500,1000,2,5257192.5,58752,3.18
ATCC_17802,rand,500,1000,0,5304833.25,58752,3.53
ATCC_35221,rand,500,1000,0,1572047.7083333335,63296,2.8
ATCC_35221,rand,500,1000,2,1603815.25,59904,2.52
ATCC_35221,rand,500,1000,1,1541476.9642857143,64988,2.8
AMtb_1,rand,500,1000,0,4030120.4166666665,58176,3.08
AMtb_1,rand,500,1000,1,5144159.5,58176,2.97
AMtb_1,rand,500,1000,2,5097609.0,58176,2.96
MMC234,rand,500,1000,0,2116062.6666666665,60048,2.6
MMC234,rand,500,1000,1,2147624.166666667,62512,2.83
MMC234,rand,500,1000,2,2073696.347222222,60780,2.87
ATCC_33560,rand,500,1000,0,1738653.3214285714,59328,2.67
ATCC_33560,rand,500,1000,1,1752478.25,58176,2.59
ATCC_33560,rand,500,1000,2,1683208.225,61980,2.49
ATCC_BAA-679,rand,500,1000,1,2897649.1666666665,58176,2.83
ATCC_BAA-679,rand,500,1000,2,2944764.5,59328,2.82
ATCC_BAA-679,rand,500,1000,0,3223451.3749999995,59328,2.45
ATCC_25922,rand,500,1000,1,4943189.0,60480,3.76
ATCC_25922,rand,500,1000,0,4804710.0,60480,3.95
ATCC_25922,rand,500,1000,2,5073452.0,61056,3.73
ATCC_35897,rand,500,500,0,3314159.0,57600,2.28
ATCC_35897,rand,500,500,1,3452183.0,58176,2.19
ATCC_35897,rand,500,500,2,3244957.0,58752,2.11
ATCC_19119,rand,500,500,1,3580861.0,58752,2.29
ATCC_19119,rand,500,500,0,3198826.0,57600,2.27
ATCC_19119,rand,500,500,2,3029755.0,58752,2.21
BPH2947,rand,500,500,2,2491966.1904761903,74032,2.85
BPH2947,rand,500,500,0,2383643.0,69092,2.61
BPH2947,rand,500,500,1,2739736.375,70832,2.71
ATCC_10708,rand,500,500,1,inf,59328,2.98
