sample,strategy,longest,overlap,repeat,estimate,memory,cpu_time
ATCC_BAA-679,rand,10000,10000,2,2955047.5187969925,599852,82.79
ATCC_BAA-679,rand,10000,10000,0,2966238.5576421493,617452,79.59
ATCC_25922,rand,10000,10000,2,5356932.995833334,596988,83.51
ATCC_25922,rand,10000,10000,0,5237659.375000001,594064,79.72
ATCC_25922,rand,10000,10000,1,5286794.301470589,593972,80.34
ATCC_35897,rand,100,1000,0,3094620.298076923,57600,2.11
ATCC_35897,rand,100,1000,2,3174440.909090909,58176,2.06
ATCC_35897,rand,100,1000,1,2935835.7142857146,58752,2.1
ATCC_19119,rand,100,1000,1,2835257.0666666664,58752,2.1
ATCC_19119,rand,100,1000,0,3000072.5,59328,2.08
ATCC_19119,rand,100,1000,2,2882434.5,59328,2.17
BPH2947,rand,100,1000,1,2675124.333333333,58752,2.33
BPH2947,rand,100,1000,0,3378625.5,58176,2.44
BPH2947,rand,100,1000,2,3024734.033333333,58752,2.27
ATCC_10708,rand,100,1000,0,5354294.25,59904,2.97
ATCC_10708,rand,100,1000,2,5174739.25,59904,2.93
ATCC_10708,rand,100,1000,1,4966183.25,60480,2.94
KPC2,rand,100,1000,1,5237629.047619047,59904,3.22
KPC2,rand,100,1000,0,5997646.0,58752,3.06
KPC2,rand,100,1000,2,6989343.5,59328,3.02
RDH275,rand,100,1000,0,1759786.3333333335,58752,1.56
RDH275,rand,100,1000,2,1986406.9999999998,58176,1.82
RDH275,rand,100,1000,1,1998027.0416666667,58752,1.64
AJ292,rand,100,1000,1,6058146.8,59328,3.35
AJ292,rand,100,1000,2,6468808.0,58752,3.42
AJ292,rand,100,1000,0,5871422.727272727,58752,3.47
ATCC_17802,rand,100,1000,2,4918154.0,59328,3.13
ATCC_17802,rand,100,1000,1,4868140.666666666,59328,3.07
ATCC_17802,rand,100,1000,0,5068656.0,59904,3.02
ATCC_35221,rand,100,1000,2,1420267.371212121,59328,1.62
ATCC_35221,rand,100,1000,1,1585983.4375,58752,1.56
ATCC_35221,rand,100,1000,0,1548950.0,58752,1.87
AMtb_1,rand,100,1000,0,4329569.5,57600,2.64
AMtb_1,rand,100,1000,1,3645782.5,57600,2.65
AMtb_1,rand,100,1000,2,3985215.0,57600,2.67
MMC234,rand,100,1000,0,1928698.0131578946,58752,1.78
MMC234,rand,100,1000,1,1857542.7083333333,57600,2.06
MMC234,rand,100,1000,2,1992673.888888889,58752,1.96
ATCC_33560,rand,100,1000,1,1774883.6500000001,57600,1.68
ATCC_33560,rand,100,1000,2,1659779.9285714286,58752,1.69
ATCC_33560,rand,100,1000,0,1658120.4017857143,57600,1.89
ATCC_BAA-679,rand,100,1000,2,3149352.0,58752,2.06
ATCC_BAA-679,rand,100,1000,0,2988099.583333333,57600,2.05
ATCC_BAA-679,rand,100,1000,1,2726569.583333333,58176,2.06
ATCC_25922,rand,100,1000,1,4527144.0,59904,3.24
ATCC_25922,rand,100,1000,2,5285987.999999999,59328,3.21
ATCC_25922,rand,100,1000,0,6148180.0,60480,3.16
ATCC_35897,rand,100,500,2,3289480.0,58752,1.8
ATCC_35897,rand,100,500,1,2568922.916666667,57600,2.0
ATCC_35897,rand,100,500,0,3387628.5,57600,1.87
ATCC_19119,rand,100,500,2,2909676.0,58752,1.85
ATCC_19119,rand,100,500,0,3007572.75,57024,1.92
ATCC_19119,rand,100,500,1,3072023.0,58752,1.91
BPH2947,rand,100,500,0,2143415.0,58176,2.31
BPH2947,rand,100,500,1,2861506.2,58176,2.19
BPH2947,rand,100,500,2,2704571.333333333,57600,2.07
ATCC_10708,rand,100,500,0,inf,59904,2.81
ATCC_10708,rand,100,500,2,inf,59904,2.81
ATCC_10708,rand,100,500,1,8509460.0,60480,2.85
KPC2,rand,100,500,1,6550095.5,58752,2.84
KPC2,rand,100,500,2,6220198.0,59328,2.8
KPC2,rand,100,500,0,6451454.5,59904,3.07
RDH275,rand,100,500,1,2295708.0,57024,1.42
RDH275,rand,100,500,0,1832309.1666666665,58752,1.59
RDH275,rand,100,500,2,2097393.8,58176,1.54
AJ292,rand,100,500,1,7186155.0,59328,2.95
AJ292,rand,100,500,0,6788559.0,57600,2.92
AJ292,rand,100,500,2,6939964.0,58752,3.27
ATCC_17802,rand,100,500,0,inf,59328,2.93
ATCC_17802,rand,100,500,1,inf,59328,3.1
ATCC_17802,rand,100,500,2,inf,59904,3.11
ATCC_35221,rand,100,500,0,1583834.0,59328,1.64
ATCC_35221,rand,100,500,2,1565267.2142857143,59328,1.35
ATCC_35221,rand,100,500,1,1540540.333333333,59328,1.33
AMtb_1,rand,100,500,2,5334833.000000001,57024,3.03
AMtb_1,rand,100,500,0,4945523.0,57600,2.49
AMtb_1,rand,100,500,1,3810978.5,57600,2.46
MMC234,rand,100,500,0,1807097.0,58752,1.78
MMC234,rand,100,500,1,1919982.6666666665,57600,1.77
MMC234,rand,100,500,2,2910542.125,58752,1.78
ATCC_33560,rand,100,500,1,1768492.625,58752,1.42
ATCC_33560,rand,100,500,0,2102173.0,57024,1.49
ATCC_33560,rand,100,500,2,1843997.0833333333,58176,1.49
ATCC_BAA-679,rand,100,500,2,3060502.666666667,58752,1.84
ATCC_BAA-679,rand,100,500,1,4134690.0000000005,58752,2.01
ATCC_BAA-679,rand,100,500,0,3335812.5,57600,1.91
ATCC_25922,rand,100,500,0,inf,59328,3.11
ATCC_25922,rand,100,500,1,inf,58752,3.03
ATCC_25922,rand,100,500,2,2932087.9999999995,59328,3.07
ATCC_35897,rand,100,100,2,inf,58176,1.82
ATCC_35897,rand,100,100,0,inf,58176,1.81
ATCC_35897,rand,100,100,1,inf,58176,1.69
ATCC_19119,rand,100,100,2,inf,58752,2.06
ATCC_19119,rand,100,100,0,inf,58752,2.21
ATCC_19119,rand,100,100,1,inf,58176,1.87
BPH2947,rand,100,100,1,inf,58176,1.86
BPH2947,rand,100,100,2,inf,57600,1.76
BPH2947,rand,100,100,0,inf,58752,1.84
ATCC_10708,rand,100,100,1,inf,59328,3.2
ATCC_10708,rand,100,100,2,inf,59328,2.9
ATCC_10708,rand,100,100,0,inf,59328,3.13
KPC2,rand,100,100,1,inf,59328,2.4
KPC2,rand,100,100,0,inf,59328,2.28
KPC2,rand,100,100,2,inf,59328,2.3
RDH275,rand,100,100,0,inf,58176,1.27
RDH275,rand,100,100,1,inf,58176,1.5
RDH275,rand,100,100,2,inf,58176,1.36
AJ292,rand,100,100,2,inf,57600,2.71
AJ292,rand,100,100,1,inf,58752,2.74
AJ292,rand,100,100,0,inf,58752,2.79
ATCC_17802,rand,100,100,0,inf,59904,3.15
ATCC_17802,rand,100,100,1,inf,58176,2.98
ATCC_17802,rand,100,100,2,inf,59328,2.86
ATCC_35221,rand,100,100,1,2590037.0,59328,1.21
ATCC_35221,rand,100,100,0,inf,58752,1.18
ATCC_35221,rand,100,100,2,inf,59328,1.26
AMtb_1,rand,100,100,1,inf,57024,2.73
AMtb_1,rand,100,100,0,inf,57024,2.6
AMtb_1,rand,100,100,2,inf,57600,2.47
MMC234,rand,100,100,0,inf,57024,1.43
MMC234,rand,100,100,2,inf,57600,1.52
MMC234,rand,100,100,1,inf,58176,1.6
ATCC_33560,rand,100,100,2,inf,58176,1.36
ATCC_33560,rand,100,100,1,inf,58176,1.28
ATCC_33560,rand,100,100,0,inf,57600,1.47
ATCC_BAA-679,rand,100,100,0,inf,58752,1.79
ATCC_BAA-679,rand,100,100,1,inf,58176,1.72
ATCC_BAA-679,rand,100,100,2,inf,58176,1.72
ATCC_25922,rand,100,100,1,inf,60480,3.05
ATCC_25922,rand,100,100,2,inf,60480,3.07
ATCC_25922,rand,100,100,0,inf,59904,3.14
ATCC_35897,rand,100,25000,0,2832619.375076577,160484,10.48
ATCC_35897,rand,100,25000,1,2800138.0690206485,165648,10.91
ATCC_35897,rand,100,25000,2,2819653.317073171,153972,10.41
ATCC_19119,rand,100,25000,1,2952039.41988218,142820,9.94
ATCC_19119,rand,100,25000,0,2863737.3779081134,143580,9.42
ATCC_19119,rand,100,25000,2,2937004.3917391305,138780,8.53
BPH2947,rand,100,25000,1,2708262.5857067513,202728,15.96
BPH2947,rand,100,25000,0,2335567.7547550835,208564,16.48
BPH2947,rand,100,25000,2,2418528.315602836,197648,13.55
ATCC_10708,rand,100,25000,0,4832017.48917749,103236,7.44
ATCC_10708,rand,100,25000,2,4953568.645833334,100296,6.81
ATCC_10708,rand,100,25000,1,4608834.561111111,97876,6.66
KPC2,rand,100,25000,0,6097726.6898009945,331916,22.88
KPC2,rand,100,25000,2,5755507.903555309,343984,23.2
KPC2,rand,100,25000,1,5831218.310636856,343676,24.24
RDH275,rand,100,25000,2,1908732.4456576305,116472,9.73
RDH275,rand,100,25000,1,1816505.3471161048,117648,7.59
RDH275,rand,100,25000,0,1817330.5889257109,118040,9.55
AJ292,rand,100,25000,2,5634916.46704793,319480,25.61
AJ292,rand,100,25000,1,5536235.805576363,317500,21.44
AJ292,rand,100,25000,0,5463331.167207792,316520,21.77
ATCC_17802,rand,100,25000,1,5194745.335439561,109088,8.49
ATCC_17802,rand,100,25000,2,5270247.945833335,112788,7.12
ATCC_17802,rand,100,25000,0,5254915.257736516,107176,7.31
ATCC_35221,rand,100,25000,1,1539384.999404239,165880,12.11
ATCC_35221,rand,100,25000,0,1533235.8081178162,165828,13.0
ATCC_35221,rand,100,25000,2,1542400.998006259,161196,13.47
AMtb_1,rand,100,25000,0,4289408.809068628,127128,8.57
AMtb_1,rand,100,25000,1,4446263.376958525,127176,8.59
AMtb_1,rand,100,25000,2,4560821.9355179705,124272,8.55
MMC234,rand,100,25000,2,2225040.901971831,151840,10.44
MMC234,rand,100,25000,1,2143936.111348759,160564,13.56
MMC234,rand,100,25000,0,2155964.4977807,158240,11.49
ATCC_33560,rand,100,25000,0,1681919.86823792,157540,11.7
ATCC_33560,rand,100,25000,1,1737890.4571280992,159996,11.72
ATCC_33560,rand,100,25000,2,1727465.0245153178,160264,12.97
ATCC_BAA-679,rand,100,25000,2,3018838.741220736,140216,9.17
ATCC_BAA-679,rand,100,25000,1,3026286.3295454546,137776,9.25
ATCC_BAA-679,rand,100,25000,0,2966822.222084213,137712,8.89
ATCC_25922,rand,100,25000,0,5048643.242242241,104652,10.16
ATCC_25922,rand,100,25000,1,5452905.481818182,107840,10.85
ATCC_25922,rand,100,25000,2,5230521.790890269,110704,10.9
ATCC_35897,rand,100,5000,0,2997174.5705741625,59328,3.44
ATCC_35897,rand,100,5000,2,2803971.298295455,58176,3.72
ATCC_35897,rand,100,5000,1,2626484.114942529,58752,3.34
ATCC_19119,rand,100,5000,2,3085982.7666666666,59328,3.12
ATCC_19119,rand,100,5000,0,3119164.2666666666,59328,3.66
ATCC_19119,rand,100,5000,1,3045240.30448718,59328,3.48
BPH2947,rand,100,5000,0,2733443.176470588,59764,4.25
BPH2947,rand,100,5000,1,2660778.015898251,65372,4.49
BPH2947,rand,100,5000,2,2584575.7960784314,59328,4.11
ATCC_10708,rand,100,5000,0,5038452.75,60480,3.76
ATCC_10708,rand,100,5000,1,4641386.425,59328,3.58
ATCC_10708,rand,100,5000,2,5202498.049999999,59328,3.91
KPC2,rand,100,5000,2,5664630.0,102844,7.13
KPC2,rand,100,5000,0,5900985.230769232,97932,6.25
KPC2,rand,100,5000,1,5517005.316742081,94008,6.3
RDH275,rand,100,5000,2,1822908.7166666666,57600,2.97
RDH275,rand,100,5000,1,1842479.8714285714,58752,2.67
RDH275,rand,100,5000,0,1913763.0714285714,58176,2.78
AJ292,rand,100,5000,0,5740747.827380953,85540,6.48
AJ292,rand,100,5000,1,5442004.411594203,84196,6.38
AJ292,rand,100,5000,2,5693883.465909091,93032,7.89
ATCC_17802,rand,100,5000,0,5592844.145833333,59328,4.45
ATCC_17802,rand,100,5000,2,5223887.2,58752,3.91
ATCC_17802,rand,100,5000,1,5620485.5,59904,3.73
ATCC_35221,rand,100,5000,1,1634122.4410256413,60480,3.28
ATCC_35221,rand,100,5000,2,1543236.1088888887,59904,3.42
ATCC_35221,rand,100,5000,0,1540719.9420289854,59904,3.26
AMtb_1,rand,100,5000,1,4307737.255555555,57600,3.69
AMtb_1,rand,100,5000,2,4283958.65,57600,3.79
AMtb_1,rand,100,5000,0,4395881.5,58176,3.63
MMC234,rand,100,5000,0,2091916.1617933721,59328,3.81
MMC234,rand,100,5000,2,2130457.954861111,59328,3.59
MMC234,rand,100,5000,1,2221875.008333334,59328,3.21
ATCC_33560,rand,100,5000,0,1783504.811320755,59328,3.42
ATCC_33560,rand,100,5000,2,1708169.5836466167,59328,4.24
ATCC_33560,rand,100,5000,1,1731426.201388889,59328,3.92
ATCC_BAA-679,rand,100,5000,0,2766352.961666667,58176,3.02
ATCC_BAA-679,rand,100,5000,1,3152455.4545454546,58752,3.19
ATCC_BAA-679,rand,100,5000,2,2906497.408695652,58176,3.13
ATCC_25922,rand,100,5000,2,6208714.375,61056,4.72
ATCC_25922,rand,100,5000,0,5317234.200000001,59904,4.53
ATCC_25922,rand,100,5000,1,5358972.775,60480,4.65
ATCC_35897,rand,100,10000,0,2770836.605611602,75620,5.0
ATCC_35897,rand,100,10000,2,2794509.442204301,74688,5.15
ATCC_35897,rand,100,10000,1,2808429.844919786,80156,5.26
ATCC_19119,rand,100,10000,1,3120400.377392344,72764,4.89
ATCC_19119,rand,100,10000,0,3014939.829776423,71712,6.1
ATCC_19119,rand,100,10000,2,2737187.2249322496,71716,5.31
BPH2947,rand,100,10000,2,2736145.801515151,99368,7.66
BPH2947,rand,100,10000,1,2755973.0160098523,100220,6.85
BPH2947,rand,100,10000,0,2917010.9234892786,98372,6.99
ATCC_10708,rand,100,10000,2,4542057.492492493,61056,4.64
ATCC_10708,rand,100,10000,0,4804425.0,61056,4.37
ATCC_10708,rand,100,10000,1,4732969.575757576,59904,4.41
KPC2,rand,100,10000,1,6321956.139310345,149176,10.07
KPC2,rand,100,10000,2,5845992.8252631575,162012,11.01
KPC2,rand,100,10000,0,6242007.597049689,155968,10.4
RDH275,rand,100,10000,1,1839596.285714286,58176,3.78
RDH275,rand,100,10000,2,1850066.454464286,59328,3.71
RDH275,rand,100,10000,0,1767299.3814860936,59720,4.33
AJ292,rand,100,10000,0,5553366.888888889,141684,10.23
AJ292,rand,100,10000,2,5852159.282639885,146384,10.84
AJ292,rand,100,10000,1,5771564.761904763,148612,11.88
ATCC_17802,rand,100,10000,0,5159911.631299735,59904,4.54
ATCC_17802,rand,100,10000,2,5114676.438169425,59328,4.7
ATCC_17802,rand,100,10000,1,5320818.080808081,59904,5.06
ATCC_35221,rand,100,10000,0,1542442.0760818713,83548,5.58
ATCC_35221,rand,100,10000,1,1509834.5704160247,81464,5.62
ATCC_35221,rand,100,10000,2,1565421.5338551146,81140,5.83
AMtb_1,rand,100,10000,2,4135510.495238095,57600,5.26
AMtb_1,rand,100,10000,0,4745613.695652174,61296,4.89
AMtb_1,rand,100,10000,1,4126912.8253968256,60492,4.92
MMC234,rand,100,10000,2,2146363.7984084883,74660,5.05
MMC234,rand,100,10000,0,2140227.879021879,80140,5.59
MMC234,rand,100,10000,1,2086889.6831983803,71032,5.27
ATCC_33560,rand,100,10000,2,1674436.4174603177,73228,5.2
ATCC_33560,rand,100,10000,0,1749694.869836284,75956,5.38
ATCC_33560,rand,100,10000,1,1661072.9258373205,78200,5.63
ATCC_BAA-679,rand,100,10000,1,2958370.123076923,65572,4.57
ATCC_BAA-679,rand,100,10000,2,3029200.4497354496,71424,4.78
ATCC_BAA-679,rand,100,10000,0,3016584.895833333,63424,4.39
ATCC_25922,rand,100,10000,0,5067146.828571429,61056,6.32
ATCC_25922,rand,100,10000,1,5390512.375000001,62784,6.26
ATCC_25922,rand,100,10000,2,5254089.953216374,62208,5.9
