accession	rung_every_nth	variant	retention_multiplier	seed	estimate_bp	estimate_over_truth	skew_score	skew_verdict	profile_median_depth	retained_reads	total_reads	normalization_engaged
SRR26715166	1	norm_c1	1	42	2132375	0.9387	81.00	detected	3	2626	7473	yes
SRR26715166	1	norm_c1	1	4556	2025296	0.8916	64.00	detected	3	2653	7473	yes
SRR26715166	1	norm_c1	1	7	1903946	0.8382	79.00	detected	3	2654	7473	yes
SRR26715166	1	norm_c2	2	42	1881681	0.8284	81.00	detected	3	3731	7473	yes
SRR26715166	1	norm_c2	2	4556	1938915	0.8536	64.00	detected	3	3755	7473	yes
SRR26715166	1	norm_c2	2	7	1950804	0.8588	79.00	detected	3	3784	7473	yes
SRR26715166	1	norm_c3	3	42	1947696	0.8574	81.00	detected	3	4394	7473	yes
SRR26715166	1	norm_c3	3	4556	1924774	0.8473	64.00	detected	3	4395	7473	yes
SRR26715166	1	norm_c3	3	7	1950551	0.8587	79.00	detected	3	4419	7473	yes
SRR26715166	1	norm_c4	4	42	1834556	0.8076	81.00	detected	3	4707	7473	yes
SRR26715166	1	norm_c4	4	4556	1690696	0.7443	64.00	detected	3	4687	7473	yes
SRR26715166	1	norm_c4	4	7	1719325	0.7569	79.00	detected	3	4729	7473	yes
SRR26715166	1	norm_c6	6	42	1830549	0.8059	81.00	detected	3	4944	7473	yes
SRR26715166	1	norm_c6	6	4556	1692227	0.7450	64.00	detected	3	4946	7473	yes
SRR26715166	1	norm_c6	6	7	1660974	0.7312	79.00	detected	3	4978	7473	yes
SRR26715166	1	norm_c8	8	42	1739612	0.7658	81.00	detected	3	5090	7473	yes
SRR26715166	1	norm_c8	8	4556	1670745	0.7355	64.00	detected	3	5105	7473	yes
SRR26715166	1	norm_c8	8	7	1716740	0.7558	79.00	detected	3	5097	7473	yes
SRR26715166	2	legacy	0	42	497009	0.2188	NA	NA	NA	NA	NA	no
SRR26715166	2	legacy	0	4556	417553	0.1838	NA	NA	NA	NA	NA	no
SRR26715166	2	legacy	0	7	413650	0.1821	NA	NA	NA	NA	NA	no
SRR26715166	2	norm_c1	1	42	1955355	0.8608	78.00	detected	2	1499	3737	yes
SRR26715166	2	norm_c1	1	4556	2064047	0.9087	81.00	detected	2	1524	3737	yes
SRR26715166	2	norm_c1	1	7	1983126	0.8730	75.00	detected	2	1530	3737	yes
SRR26715166	2	norm_c2	2	42	2045701	0.9006	78.00	detected	2	2103	3737	yes
SRR26715166	2	norm_c2	2	4556	1984810	0.8738	81.00	detected	2	2073	3737	yes
SRR26715166	2	norm_c2	2	7	1993954	0.8778	75.00	detected	2	2103	3737	yes
SRR26715166	2	norm_c3	3	42	1735823	0.7642	78.00	detected	2	2325	3737	yes
SRR26715166	2	norm_c3	3	4556	1884831	0.8298	81.00	detected	2	2328	3737	yes
SRR26715166	2	norm_c3	3	7	2064820	0.9090	75.00	detected	2	2341	3737	yes
SRR26715166	2	norm_c4	4	42	1853340	0.8159	78.00	detected	2	2422	3737	yes
SRR26715166	2	norm_c4	4	4556	1722961	0.7585	81.00	detected	2	2410	3737	yes
SRR26715166	2	norm_c4	4	7	1913875	0.8426	75.00	detected	2	2417	3737	yes
SRR26715166	2	norm_c6	6	42	1894196	0.8339	78.00	detected	2	2530	3737	yes
SRR26715166	2	norm_c6	6	4556	1628352	0.7169	81.00	detected	2	2537	3737	yes
SRR26715166	2	norm_c6	6	7	1664765	0.7329	75.00	detected	2	2541	3737	yes
SRR26715166	2	norm_c8	8	42	1500489	0.6606	78.00	detected	2	2597	3737	yes
SRR26715166	2	norm_c8	8	4556	1507809	0.6638	81.00	detected	2	2609	3737	yes
SRR26715166	2	norm_c8	8	7	1467165	0.6459	75.00	detected	2	2605	3737	yes
