group	run	truth_percentile
nanopore	SRR23387316	50.28
nanopore	SRR23387317	57.66
nanopore	SRR23387324	55.32
nanopore	SRR23389232	49.60
nanopore	SRR23390615	24.06
nanopore	SRR23392100	45.44
nanopore	SRR23401452	46.07
nanopore	SRR23401454	54.03
nanopore	SRR23445272	40.04
nanopore	SRR23450433	51.11
nanopore	SRR23471040	53.80
nanopore	SRR23471050	59.65
nanopore	SRR23471073	58.18
nanopore	SRR23471088	54.45
nanopore	SRR23471090	53.03
nanopore	SRR23471094	47.17
nanopore	SRR23576511	50.18
nanopore	SRR23576513	49.28
nanopore	SRR23576515	57.36
nanopore	SRR23641982	41.39
nanopore	SRR23690828	48.83
nanopore	SRR23690829	44.05
nanopore	SRR23690838	50.13
nanopore	SRR23690853	51.84
nanopore	SRR23701664	61.01
nanopore	SRR23704013	56.13
nanopore	SRR23754108	65.72
nanopore	SRR23860488	50.08
nanopore	SRR23873164	40.89
nanopore	SRR23875562	42.53
nanopore	SRR23879684	52.73
nanopore	SRR23879687	52.24
nanopore	SRR23891548	32.78
nanopore	SRR23909975	56.31
nanopore	SRR23940491	40.46
nanopore	SRR23940503	42.09
nanopore	SRR23998934	37.35
nanopore	SRR23998943	43.68
nanopore	SRR24000762	61.00
nanopore	SRR24000764	54.79
nanopore	SRR24000766	51.04
nanopore	SRR24016856	49.78
nanopore	SRR24017996	46.04
nanopore	SRR24045860	42.59
nanopore	SRR24079984	44.68
nanopore	SRR24129362	64.51
nanopore	SRR24137097	68.45
nanopore	SRR24151137	39.88
nanopore	SRR24151139	43.12
nanopore	SRR24165796	46.30
nanopore	SRR24201568	65.87
nanopore	SRR24271048	52.80
nanopore	SRR24271049	49.97
nanopore	SRR24271050	48.86
nanopore	SRR24271051	48.90
nanopore	SRR24271052	37.37
nanopore	SRR24271053	45.76
nanopore	SRR24271058	50.43
nanopore	SRR24271059	48.08
nanopore	SRR24271061	53.39
nanopore	SRR24271064	48.51
nanopore	SRR24320911	57.45
nanopore	SRR24320913	57.70
nanopore	SRR24320915	54.74
nanopore	SRR24324333	36.35
nanopore	SRR24356796	37.64
nanopore	SRR24356799	37.00
nanopore	SRR24391585	48.65
nanopore	SRR24391587	31.54
nanopore	SRR24451003	34.73
nanopore	SRR24463593	42.14
nanopore	SRR24489321	21.09
nanopore	SRR24489322	61.84
nanopore	SRR24489328	41.19
nanopore	SRR24496306	50.57
nanopore	SRR24503423	55.41
nanopore	SRR24503425	57.76
nanopore	SRR24520269	35.51
nanopore	SRR24529683	53.85
nanopore	SRR24546986	46.54
nanopore	SRR24546988	41.35
nanopore	SRR24561040	49.46
nanopore	SRR24561041	53.81
nanopore	SRR24564538	34.07
nanopore	SRR24564539	39.53
nanopore	SRR24564540	40.68
nanopore	SRR24564545	52.23
nanopore	SRR24564553	45.31
nanopore	SRR24565792	54.37
nanopore	SRR24740387	42.08
nanopore	SRR24745629	31.53
nanopore	SRR24768107	44.27
nanopore	SRR24792119	51.29
nanopore	SRR24796020	55.40
nanopore	SRR24833076	49.12
nanopore	SRR24833077	48.65
nanopore	SRR24833082	43.45
nanopore	SRR24833095	57.18
nanopore	SRR24833096	43.48
nanopore	SRR24834283	47.41
nanopore	SRR24837485	31.85
nanopore	SRR24860065	41.35
nanopore	SRR24860066	55.74
nanopore	SRR24860067	50.45
nanopore	SRR24860068	53.86
nanopore	SRR24890961	46.52
nanopore	SRR24905656	69.33
nanopore	SRR24949809	21.78
nanopore	SRR24952280	42.59
nanopore	SRR24952281	43.52
nanopore	SRR24955880	13.94
nanopore	SRR24955973	47.77
nanopore	SRR25032973	47.59
nanopore	SRR25032975	48.59
nanopore	SRR25032983	43.91
nanopore	SRR25068157	43.88
nanopore	SRR25068159	43.92
nanopore	SRR25110884	52.03
nanopore	SRR25134083	36.52
nanopore	SRR25177534	50.58
nanopore	SRR25210281	27.64
nanopore	SRR25269555	54.85
nanopore	SRR25298672	55.44
nanopore	SRR25298673	50.27
nanopore	SRR25298674	49.54
nanopore	SRR25302807	56.67
nanopore	SRR25382412	52.33
nanopore	SRR25411576	57.12
nanopore	SRR25474712	53.25
nanopore	SRR25480262	53.45
nanopore	SRR25488386	55.02
nanopore	SRR25497764	60.07
nanopore	SRR25497965	46.92
nanopore	SRR25497966	41.03
nanopore	SRR25497967	35.91
nanopore	SRR25497968	39.96
nanopore	SRR25500206	50.45
nanopore	SRR25500408	50.23
nanopore	SRR25500631	54.32
nanopore	SRR25511190	51.94
nanopore	SRR25511204	51.07
nanopore	SRR25511210	55.47
nanopore	SRR25536467	51.11
nanopore	SRR25546981	22.62
nanopore	SRR25570560	59.13
nanopore	SRR25570561	57.09
nanopore	SRR25581455	46.65
nanopore	SRR25581457	49.37
nanopore	SRR25581459	52.19
nanopore	SRR25581605	51.05
nanopore	SRR25592257	57.62
nanopore	SRR25592442	54.82
nanopore	SRR25592444	53.94
nanopore	SRR25592464	50.96
nanopore	SRR25592468	52.46
nanopore	SRR25592474	52.56
nanopore	SRR25607706	51.48
nanopore	SRR25607708	57.03
nanopore	SRR25607739	49.54
nanopore	SRR25607743	50.87
nanopore	SRR25607821	40.57
nanopore	SRR25607822	37.15
nanopore	SRR25626968	49.94
nanopore	SRR25627033	50.31
nanopore	SRR25627274	52.28
nanopore	SRR25627316	63.00
nanopore	SRR25627447	53.02
nanopore	SRR25627964	53.61
nanopore	SRR25689477	54.23
nanopore	SRR25689478	56.78
nanopore	SRR25689479	57.93
nanopore	SRR25689480	55.78
nanopore	SRR25689482	59.54
nanopore	SRR25708024	46.99
nanopore	SRR25757805	31.33
nanopore	SRR25775079	44.35
nanopore	SRR25775081	50.73
nanopore	SRR25793747	49.05
nanopore	SRR25904912	57.23
nanopore	SRR25905145	46.77
nanopore	SRR25905147	50.40
nanopore	SRR25907068	48.43
nanopore	SRR26051222	47.46
nanopore	SRR26051224	44.61
nanopore	SRR26051226	48.71
nanopore	SRR26051229	49.25
nanopore	SRR26051230	46.17
nanopore	SRR26051232	45.37
nanopore	SRR26051234	55.34
nanopore	SRR26051236	46.05
nanopore	SRR26051238	45.75
nanopore	SRR26051240	43.99
nanopore	SRR26051242	47.73
nanopore	SRR26135714	52.55
nanopore	SRR26146665	50.05
nanopore	SRR26146667	49.63
nanopore	SRR26162836	41.71
nanopore	SRR26162843	54.97
nanopore	SRR26182000	57.99
nanopore	SRR26182001	54.14
nanopore	SRR26182002	55.85
nanopore	SRR26182377	48.51
nanopore	SRR26193454	27.43
nanopore	SRR26205257	45.84
nanopore	SRR26205259	45.47
nanopore	SRR26205269	49.11
nanopore	SRR26255159	43.96
nanopore	SRR26255161	51.26
nanopore	SRR26305307	43.93
nanopore	SRR26305309	29.03
nanopore	SRR26305318	38.09
nanopore	SRR26305320	39.78
nanopore	SRR26305323	53.61
nanopore	SRR26305324	35.59
nanopore	SRR26305327	34.26
nanopore	SRR26305329	41.78
nanopore	SRR26305331	46.42
nanopore	SRR26305335	45.42
nanopore	SRR26327166	50.42
nanopore	SRR26335726	65.44
nanopore	SRR26335727	59.32
nanopore	SRR26336054	67.01
nanopore	SRR26337672	58.52
nanopore	SRR26374538	45.56
nanopore	SRR26378203	56.34
nanopore	SRR26382618	50.26
nanopore	SRR26386754	48.36
nanopore	SRR26418082	52.70
nanopore	SRR26465429	55.01
nanopore	SRR26465432	55.23
nanopore	SRR26465438	42.85
nanopore	SRR26465443	40.91
nanopore	SRR26465447	41.97
nanopore	SRR26465454	50.30
nanopore	SRR26465462	53.91
nanopore	SRR26465463	52.09
nanopore	SRR26465468	30.18
nanopore	SRR26465469	39.57
nanopore	SRR26465471	43.20
nanopore	SRR26465472	46.90
nanopore	SRR26465473	37.02
nanopore	SRR26465474	39.23
nanopore	SRR26465521	54.37
nanopore	SRR26465523	55.20
nanopore	SRR26465524	57.77
nanopore	SRR26465526	51.68
nanopore	SRR26465527	52.27
nanopore	SRR26465529	53.30
nanopore	SRR26465548	52.69
nanopore	SRR26465550	46.68
nanopore	SRR26465554	50.00
nanopore	SRR26465556	57.35
nanopore	SRR26465557	55.56
nanopore	SRR26465559	56.33
nanopore	SRR26465560	63.93
nanopore	SRR26465563	53.83
nanopore	SRR26465565	56.23
nanopore	SRR26465730	50.29
nanopore	SRR26473422	43.13
nanopore	SRR26473445	42.88
nanopore	SRR26621750	56.59
nanopore	SRR26621751	68.71
nanopore	SRR26624652	45.05
nanopore	SRR26643263	55.19
nanopore	SRR26643264	56.76
nanopore	SRR26643265	57.08
nanopore	SRR26643493	57.18
nanopore	SRR26688612	53.39
nanopore	SRR26715165	59.35
nanopore	SRR26715166	56.05
nanopore	SRR26716712	46.92
nanopore	SRR26730976	33.36
nanopore	SRR26742021	72.36
nanopore	SRR26748292	54.57
nanopore	SRR26748298	49.77
nanopore	SRR26830257	59.96
nanopore	SRR26841315	51.65
nanopore	SRR26841318	37.04
nanopore	SRR26841323	60.09
nanopore	SRR26857544	48.29
nanopore	SRR26882392	53.31
nanopore	SRR26942067	44.10
nanopore	SRR26974595	46.78
nanopore	SRR26989784	49.91
nanopore	SRR26989785	47.35
nanopore	SRR26989786	49.66
nanopore	SRR26992868	44.32
nanopore	SRR26992902	28.69
nanopore	SRR26994302	57.05
nanopore	SRR27033672	53.95
nanopore	SRR27033724	49.94
nanopore	SRR27089206	51.25
nanopore	SRR27089208	50.99
nanopore	SRR27089216	52.57
nanopore	SRR27089219	50.09
nanopore	SRR27135507	53.82
nanopore	SRR27136102	53.48
nanopore	SRR27136103	60.48
nanopore	SRR27136104	53.67
nanopore	SRR27136105	51.12
nanopore	SRR27136106	56.32
nanopore	SRR27136108	53.54
nanopore	SRR27136109	57.39
nanopore	SRR27136110	51.62
nanopore	SRR27136111	53.68
nanopore	SRR27136112	55.32
nanopore	SRR27136113	50.97
nanopore	SRR27136114	52.46
nanopore	SRR27162019	55.10
nanopore	SRR27175321	48.20
nanopore	SRR27183504	37.38
nanopore	SRR27187200	58.87
nanopore	SRR27198271	48.67
nanopore	SRR27198384	45.73
nanopore	SRR27204061	53.57
nanopore	SRR27204063	57.91
nanopore	SRR27218471	38.58
nanopore	SRR27218567	36.78
nanopore	SRR27219901	22.80
nanopore	SRR27256752	51.74
nanopore	SRR27256802	54.35
nanopore	SRR27312761	45.10
nanopore	SRR27467448	42.27
nanopore	SRR27467449	45.07
nanopore	SRR27467450	45.56
nanopore	SRR27467477	32.03
nanopore	SRR27467478	41.28
nanopore	SRR27467479	37.47
nanopore	SRR27467589	37.60
nanopore	SRR27467590	44.07
nanopore	SRR27467591	40.22
nanopore	SRR27561239	35.84
nanopore	SRR27561241	46.67
nanopore	SRR27561242	37.30
nanopore	SRR27561248	39.65
nanopore	SRR27561250	41.75
nanopore	SRR27561273	27.10
nanopore	SRR27561276	20.50
nanopore	SRR27561279	39.06
nanopore	SRR27608435	48.78
nanopore	SRR27678663	31.58
nanopore	SRR27678667	45.27
nanopore	SRR27678670	27.33
nanopore	SRR27678677	44.12
nanopore	SRR27678678	33.33
nanopore	SRR27678687	35.49
nanopore	SRR27678688	31.46
nanopore	SRR27678689	37.12
nanopore	SRR27678693	27.68
nanopore	SRR27678694	32.85
nanopore	SRR27678695	34.73
nanopore	SRR27678699	28.04
nanopore	SRR27678700	44.21
nanopore	SRR27678701	45.04
nanopore	SRR27678704	28.83
nanopore	SRR27678709	36.86
nanopore	SRR27678712	27.64
nanopore	SRR27678714	49.07
nanopore	SRR27678716	33.43
nanopore	SRR27678719	27.00
nanopore	SRR27678720	38.55
nanopore	SRR27678724	35.85
nanopore	SRR27678734	34.89
nanopore	SRR27678745	46.07
nanopore	SRR27678752	37.95
nanopore	SRR27678753	47.41
nanopore	SRR27678759	43.55
nanopore	SRR27678764	32.28
nanopore	SRR27710529	59.27
nanopore	SRR27710535	51.76
nanopore	SRR27798004	44.11
nanopore	SRR27829598	47.18
nanopore	SRR27869584	40.75
nanopore	SRR27935473	20.84
nanopore	SRR27962678	43.23
nanopore	SRR27967205	54.06
nanopore	SRR27967206	56.09
nanopore	SRR27967207	53.28
nanopore	SRR27967419	60.23
nanopore	SRR27967420	59.60
nanopore	SRR28015934	47.10
nanopore	SRR28036849	55.54
nanopore	SRR28046834	53.43
nanopore	SRR28046836	53.74
nanopore	SRR28053600	46.93
nanopore	SRR28082841	49.88
nanopore	SRR28084436	62.97
nanopore	SRR28084437	61.01
nanopore	SRR28110421	46.07
nanopore	SRR28110551	52.44
nanopore	SRR28153371	39.13
nanopore	SRR28203231	53.61
nanopore	SRR28208385	21.06
nanopore	SRR28208482	56.62
nanopore	SRR28222457	50.05
nanopore	SRR28222992	35.91
nanopore	SRR28223506	90.29
nanopore	SRR28223604	37.81
nanopore	SRR28247437	51.61
nanopore	SRR28257257	31.14
nanopore	SRR28331549	44.49
nanopore	SRR28331550	47.65
nanopore	SRR28331551	46.10
nanopore	SRR28331552	54.62
nanopore	SRR28331553	45.28
nanopore	SRR28331554	46.31
nanopore	SRR28332069	40.87
nanopore	SRR28332070	40.87
nanopore	SRR28332071	42.98
nanopore	SRR28332072	41.55
nanopore	SRR28332073	34.75
nanopore	SRR28332074	33.36
nanopore	SRR28374924	57.36
nanopore	SRR28375019	53.18
nanopore	SRR28415520	42.81
nanopore	SRR28415521	41.81
nanopore	SRR28415522	42.46
nanopore	SRR28421272	48.85
nanopore	SRR28580118	45.91
nanopore	SRR28607550	49.77
nanopore	SRR28623331	51.08
nanopore	SRR28624413	52.47
nanopore	SRR28638968	55.75
nanopore	SRR28639069	53.69
nanopore	SRR28740023	49.62
nanopore	SRR28741285	48.01
nanopore	SRR28748141	46.52
nanopore	SRR28748143	43.52
nanopore	SRR28800578	63.81
nanopore	SRR28800581	59.61
nanopore	SRR28811860	40.00
nanopore	SRR28811872	43.58
nanopore	SRR28811875	39.88
nanopore	SRR28926170	53.78
nanopore	SRR28974803	49.59
nanopore	SRR29006306	48.67
nanopore	SRR29012380	38.00
nanopore	SRR29024534	50.58
nanopore	SRR29081115	25.19
nanopore	SRR29081119	24.91
nanopore	SRR29090061	52.31
nanopore	SRR29090066	53.22
nanopore	SRR29099095	55.17
nanopore	SRR29099096	53.64
nanopore	SRR29099101	55.09
nanopore	SRR29099102	57.17
nanopore	SRR29099103	53.69
nanopore	SRR29190359	47.70
nanopore	SRR29203347	51.04
nanopore	SRR29248331	58.90
nanopore	SRR29307546	56.54
nanopore	SRR29314677	42.39
nanopore	SRR29321010	2.02
nanopore	SRR29360690	40.07
nanopore	SRR29457729	44.01
nanopore	SRR29516537	54.12
nanopore	SRR29516540	54.08
nanopore	SRR29516548	51.83
nanopore	SRR29516549	56.64
nanopore	SRR29675657	40.78
nanopore	SRR29675658	41.57
nanopore	SRR29675659	38.05
nanopore	SRR29707290	37.76
nanopore	SRR29726873	44.22
nanopore	SRR29726874	50.80
nanopore	SRR29726875	53.33
nanopore	SRR29726883	52.37
nanopore	SRR29726885	54.83
nanopore	SRR29726886	51.86
nanopore	SRR29726889	50.35
nanopore	SRR29726894	51.28
nanopore	SRR29726897	57.48
nanopore	SRR29744428	33.51
nanopore	SRR29761484	35.62
nanopore	SRR29761485	38.77
nanopore	SRR29788353	49.79
nanopore	SRR29821702	29.64
nanopore	SRR29831488	52.95
nanopore	SRR29831490	50.62
nanopore	SRR29831492	50.87
nanopore	SRR29831493	52.97
nanopore	SRR29859744	47.92
nanopore	SRR29859747	42.39
nanopore	SRR29859748	42.52
nanopore	SRR29859760	45.22
nanopore	SRR29882844	51.67
nanopore	SRR29882849	55.22
nanopore	SRR29882858	56.46
nanopore	SRR29911121	53.27
nanopore	SRR29931579	53.56
nanopore	SRR30016546	36.91
nanopore	SRR30016866	47.37
nanopore	SRR30037587	39.74
nanopore	SRR30037662	47.33
nanopore	SRR30037663	44.50
nanopore	SRR30037664	44.84
nanopore	SRR30037665	48.74
nanopore	SRR30037790	35.50
nanopore	SRR30037791	36.49
nanopore	SRR30037810	47.71
nanopore	SRR30037949	43.20
nanopore	SRR30037950	49.83
nanopore	SRR30040119	49.58
nanopore	SRR30040122	49.14
nanopore	SRR30040123	52.86
nanopore	SRR30040124	51.02
nanopore	SRR30040126	47.42
nanopore	SRR30040127	49.65
nanopore	SRR30040129	49.17
nanopore	SRR30040130	51.33
nanopore	SRR30040131	47.63
nanopore	SRR30040132	46.09
nanopore	SRR30040133	46.37
nanopore	SRR30040135	49.18
nanopore	SRR30040136	46.71
nanopore	SRR30040142	44.68
nanopore	SRR30040143	47.77
nanopore	SRR30040144	44.16
nanopore	SRR30040145	45.40
nanopore	SRR30041326	48.84
nanopore	SRR30041329	45.46
nanopore	SRR30110356	47.18
nanopore	SRR30167947	41.53
nanopore	SRR30183520	49.17
nanopore	SRR30284786	58.00
nanopore	SRR30291089	38.23
nanopore	SRR30291090	37.38
nanopore	SRR30291092	41.77
nanopore	SRR30293562	42.74
nanopore	SRR30293568	39.75
nanopore	SRR30293569	44.38
nanopore	SRR30293580	48.10
nanopore	SRR30293594	48.71
nanopore	SRR30293595	46.68
nanopore	SRR30293600	48.31
nanopore	SRR30293610	44.28
nanopore	SRR30293611	48.03
nanopore	SRR30295439	50.53
nanopore	SRR30295613	42.55
nanopore	SRR30295657	40.73
nanopore	SRR30357352	53.15
nanopore	SRR30602136	45.60
nanopore	SRR30602156	50.99
nanopore	SRR30602158	41.14
nanopore	SRR30602159	38.92
nanopore	SRR30638105	53.11
nanopore	SRR30669827	43.47
nanopore	SRR30730934	50.33
nanopore	SRR30867952	29.23
nanopore	SRR30868057	52.35
nanopore	SRR30868068	44.02
nanopore	SRR30868085	40.33
nanopore	SRR30868088	39.01
nanopore	SRR30868089	39.76
nanopore	SRR30868091	44.59
nanopore	SRR30868094	38.68
nanopore	SRR30868095	44.48
nanopore	SRR30868096	33.94
nanopore	SRR30868131	39.86
nanopore	SRR30868133	46.36
nanopore	SRR30868137	50.08
nanopore	SRR30868138	31.61
nanopore	SRR30868140	38.16
nanopore	SRR30868141	27.09
nanopore	SRR30868142	36.38
nanopore	SRR30868145	33.72
nanopore	SRR30868146	44.35
nanopore	SRR30868147	42.16
nanopore	SRR30868148	36.32
nanopore	SRR30868149	37.76
nanopore	SRR30868150	47.75
nanopore	SRR30868151	48.41
nanopore	SRR30868152	40.01
nanopore	SRR30868153	44.63
nanopore	SRR30868160	39.97
nanopore	SRR30868163	44.23
nanopore	SRR5635115	25.43
nanopore	SRR5665590	52.68
nanopore	SRR5665591	49.34
nanopore	SRR5665599	47.57
nanopore	SRR5817725	47.92
nanopore	SRR6118140	54.23
nanopore	SRR6129216	22.82
nanopore	SRR6129218	25.10
nanopore	SRR6175467	22.46
nanopore	SRR6175468	24.63
nanopore	SRR6192954	25.07
nanopore	SRR6202031	22.79
nanopore	SRR6202032	22.24
nanopore	SRR6224382	27.33
nanopore	SRR6364637	3.41
nanopore	SRR6747884	29.84
nanopore	SRR6780912	28.23
nanopore	SRR6780922	3.66
nanopore	SRR6785587	29.41
nanopore	SRR6873507	36.07
nanopore	SRR6873508	37.64
nanopore	SRR6873509	36.33
nanopore	SRR6873510	31.65
nanopore	SRR7521703	37.05
nanopore	SRR7532470	33.70
nanopore	SRR7896260	34.13
nanopore	SRR7896261	33.84
nanopore	SRR7896264	39.76
nanopore	SRR7896265	41.98
nanopore	SRR7908033	43.41
nanopore	SRR7941349	47.22
nanopore	SRR7962491	18.58
nanopore	SRR7962743	53.10
nanopore	SRR8112132	44.77
nanopore	SRR8113455	45.21
nanopore	SRR8185373	26.54
nanopore	SRR8194171	17.78
nanopore	SRR8335316	43.27
nanopore	SRR8335317	43.16
nanopore	SRR8365081	82.18
nanopore	SRR8400040	42.15
nanopore	SRR8457073	44.86
nanopore	SRR8457074	41.59
nanopore	SRR8457079	40.83
nanopore	SRR8523153	57.41
nanopore	SRR8523155	53.28
nanopore	SRR8560598	37.93
nanopore	SRR8638908	52.54
nanopore	SRR8639572	50.08
nanopore	SRR8639574	49.86
nanopore	SRR8647639	50.67
nanopore	SRR8647641	53.71
nanopore	SRR8697007	58.56
nanopore	SRR8697008	58.28
nanopore	SRR8707511	57.37
nanopore	SRR8740797	44.02
nanopore	SRR8754885	33.46
nanopore	SRR8767346	8.99
nanopore	SRR8776787	36.79
nanopore	SRR8776793	42.00
nanopore	SRR8776794	40.59
nanopore	SRR8776821	46.78
nanopore	SRR8776864	39.05
nanopore	SRR8776865	37.97
nanopore	SRR8776873	47.63
nanopore	SRR8776876	37.21
nanopore	SRR8776877	41.65
nanopore	SRR8776879	46.56
nanopore	SRR8776882	39.54
nanopore	SRR8776883	33.66
nanopore	SRR8776890	39.31
nanopore	SRR8885333	35.65
nanopore	SRR8885335	38.57
nanopore	SRR8885336	37.90
nanopore	SRR8893065	35.28
nanopore	SRR8902593	44.02
nanopore	SRR8902595	32.37
nanopore	SRR8902596	35.20
nanopore	SRR8902597	41.87
nanopore	SRR8902599	14.65
nanopore	SRR8902600	47.71
nanopore	SRR8902601	28.76
nanopore	SRR8902602	31.69
nanopore	SRR8902603	30.92
nanopore	SRR8902605	42.31
nanopore	SRR8902607	34.61
nanopore	SRR8902608	23.45
nanopore	SRR8902610	44.86
nanopore	SRR8902611	18.89
nanopore	SRR8902613	18.44
nanopore	SRR8902614	14.88
nanopore	SRR8902616	15.07
nanopore	SRR8902617	31.90
nanopore	SRR8902618	23.19
nanopore	SRR8902620	33.04
nanopore	SRR8902621	12.75
nanopore	SRR8961729	27.92
nanopore	SRR8961731	41.18
nanopore	SRR8993900	29.85
nanopore	SRR9030015	32.93
nanopore	SRR9030017	42.58
nanopore	SRR9030018	36.99
nanopore	SRR9033707	47.58
nanopore	SRR9061458	38.24
nanopore	SRR9097966	51.95
nanopore	SRR9097968	47.21
nanopore	SRR9099567	49.35
nanopore	SRR9136339	34.24
nanopore	SRR9136341	29.93
nanopore	SRR9136344	48.81
nanopore	SRR9136346	35.25
nanopore	SRR9165326	43.39
nanopore	SRR9221458	33.55
nanopore	SRR9221467	34.97
nanopore	SRR9269163	39.79
nanopore	SRR9722910	29.12
nanopore	SRR9733839	41.45
nanopore	SRR9821894	47.46
nanopore	SRR9822007	11.43
nanopore	SRR9849528	34.79
nanopore	SRR9849534	34.47
nanopore	SRR9849535	35.28
nanopore	SRR9849538	34.51
nanopore	SRR9849550	37.22
nanopore	SRR9849555	40.85
nanopore	SRR9849561	34.93
nanopore	SRR9849570	38.69
nanopore	SRR9849571	38.08
nanopore	SRR9850530	48.64
nanopore	SRR9899748	7.15
nanopore	SRR9900640	21.69
nanopore	SRR9901958	31.36
nanopore	SRR9970116	48.58
nanopore	SRR9970117	47.22
nanopore	SRR9988395	38.43
pacbio_nanopore_preset	DRR072240	0.00
pacbio_nanopore_preset	DRR126367	11.82
pacbio_nanopore_preset	DRR126418	19.21
pacbio_nanopore_preset	DRR126420	19.91
pacbio_nanopore_preset	DRR140496	8.22
pacbio_nanopore_preset	DRR148418	5.45
pacbio_nanopore_preset	DRR157860	8.37
pacbio_nanopore_preset	DRR174804	7.42
pacbio_nanopore_preset	DRR174806	16.59
pacbio_nanopore_preset	DRR174808	19.60
pacbio_nanopore_preset	DRR174985	12.80
pacbio_nanopore_preset	DRR179484	23.75
pacbio_nanopore_preset	DRR179485	25.32
pacbio_nanopore_preset	DRR179488	31.15
pacbio_nanopore_preset	DRR180575	5.42
pacbio_nanopore_preset	DRR189760	2.26
pacbio_nanopore_preset	DRR198111	33.31
pacbio_nanopore_preset	DRR207928	19.02
pacbio_nanopore_preset	DRR218311	17.95
pacbio_nanopore_preset	DRR228291	7.14
pacbio_nanopore_preset	DRR228292	8.00
pacbio_nanopore_preset	DRR241428	4.51
pacbio_nanopore_preset	DRR248582	8.87
pacbio_nanopore_preset	DRR296284	61.40
pacbio_nanopore_preset	DRR307107	26.02
pacbio_nanopore_preset	DRR307112	29.94
pacbio_nanopore_preset	DRR307121	14.96
pacbio_nanopore_preset	DRR307122	30.28
pacbio_nanopore_preset	DRR307155	17.91
pacbio_nanopore_preset	DRR307162	15.13
pacbio_nanopore_preset	DRR331382	1.04
pacbio_nanopore_preset	DRR331672	2.51
pacbio_nanopore_preset	DRR331673	4.23
pacbio_nanopore_preset	DRR331674	4.97
pacbio_nanopore_preset	DRR331675	5.62
pacbio_nanopore_preset	DRR331676	8.89
pacbio_nanopore_preset	DRR331677	8.82
pacbio_nanopore_preset	DRR331678	9.34
pacbio_nanopore_preset	DRR331679	8.85
pacbio_nanopore_preset	DRR346902	56.73
pacbio_nanopore_preset	DRR376827	28.13
pacbio_nanopore_preset	DRR378333	0.91
pacbio_nanopore_preset	DRR379710	0.66
pacbio_nanopore_preset	DRR396223	31.18
pacbio_nanopore_preset	DRR403244	54.29
pacbio_nanopore_preset	DRR403326	55.46
pacbio_nanopore_preset	DRR403997	20.71
pacbio_nanopore_preset	DRR403998	43.14
pacbio_nanopore_preset	DRR403999	19.92
pacbio_nanopore_preset	DRR404003	26.47
pacbio_nanopore_preset	DRR409419	13.29
pacbio_nanopore_preset	DRR413267	45.25
pacbio_nanopore_preset	DRR413434	52.84
pacbio_nanopore_preset	DRR413435	54.41
pacbio_nanopore_preset	DRR488392	55.23
pacbio_nanopore_preset	DRR490216	62.24
pacbio_nanopore_preset	DRR491367	61.77
pacbio_nanopore_preset	DRR506547	60.68
pacbio_nanopore_preset	DRR513694	72.70
pacbio_nanopore_preset	DRR514775	23.94
pacbio_nanopore_preset	DRR514873	55.38
pacbio_nanopore_preset	DRR514962	56.22
pacbio_nanopore_preset	DRR514964	59.29
pacbio_nanopore_preset	DRR514966	58.53
pacbio_nanopore_preset	DRR546153	59.62
pacbio_nanopore_preset	DRR546398	56.08
pacbio_nanopore_preset	DRR546667	69.37
pacbio_nanopore_preset	DRR567738	60.40
pacbio_nanopore_preset	DRR568656	52.97
pacbio_nanopore_preset	SRR10013755	11.00
pacbio_nanopore_preset	SRR10019385	4.12
pacbio_nanopore_preset	SRR10070368	19.54
pacbio_nanopore_preset	SRR10078297	5.92
pacbio_nanopore_preset	SRR10140034	11.32
pacbio_nanopore_preset	SRR10405212	49.36
pacbio_nanopore_preset	SRR10411457	24.11
pacbio_nanopore_preset	SRR10428552	10.97
pacbio_nanopore_preset	SRR10507067	31.68
pacbio_nanopore_preset	SRR10520608	15.49
pacbio_nanopore_preset	SRR10613303	7.60
pacbio_nanopore_preset	SRR10662281	11.06
pacbio_nanopore_preset	SRR10672466	10.26
pacbio_nanopore_preset	SRR10672468	9.69
pacbio_nanopore_preset	SRR10672473	4.80
pacbio_nanopore_preset	SRR10695014	34.65
pacbio_nanopore_preset	SRR10728566	13.23
pacbio_nanopore_preset	SRR10741801	11.00
pacbio_nanopore_preset	SRR10743286	41.97
pacbio_nanopore_preset	SRR10752810	8.86
pacbio_nanopore_preset	SRR10752811	11.04
pacbio_nanopore_preset	SRR10752812	8.36
pacbio_nanopore_preset	SRR10766199	13.84
pacbio_nanopore_preset	SRR10803141	4.43
pacbio_nanopore_preset	SRR10803142	2.67
pacbio_nanopore_preset	SRR10803143	3.96
pacbio_nanopore_preset	SRR10831793	11.81
pacbio_nanopore_preset	SRR10851446	18.10
pacbio_nanopore_preset	SRR10882607	11.27
pacbio_nanopore_preset	SRR10912906	3.52
pacbio_nanopore_preset	SRR11078307	11.38
pacbio_nanopore_preset	SRR11091770	22.94
pacbio_nanopore_preset	SRR11140579	24.92
pacbio_nanopore_preset	SRR11140580	19.59
pacbio_nanopore_preset	SRR11140588	21.78
pacbio_nanopore_preset	SRR11179864	7.88
pacbio_nanopore_preset	SRR11212804	32.95
pacbio_nanopore_preset	SRR11215186	11.78
pacbio_nanopore_preset	SRR11248242	25.71
pacbio_nanopore_preset	SRR11248247	20.83
pacbio_nanopore_preset	SRR11248338	28.23
pacbio_nanopore_preset	SRR11288494	4.67
