group	run	truth_percentile
nanopore	DRR154116	24.16
nanopore	DRR161250	32.36
nanopore	DRR161253	30.89
nanopore	DRR161254	27.69
nanopore	DRR161255	32.62
nanopore	DRR161257	31.92
nanopore	DRR161260	31.75
nanopore	DRR161262	33.89
nanopore	DRR161264	34.89
nanopore	DRR161266	28.63
nanopore	DRR161268	33.47
nanopore	DRR161269	37.52
nanopore	DRR161273	32.40
nanopore	DRR161274	32.69
nanopore	DRR161276	35.62
nanopore	DRR161277	35.14
nanopore	DRR161282	35.42
nanopore	DRR161284	35.52
nanopore	DRR161286	27.66
nanopore	DRR161287	32.20
nanopore	DRR161289	35.98
nanopore	DRR161292	31.37
nanopore	DRR161301	24.56
nanopore	DRR161302	38.13
nanopore	DRR164908	39.83
nanopore	DRR164909	32.27
nanopore	DRR164910	29.61
nanopore	DRR164912	46.49
nanopore	DRR164913	49.68
nanopore	DRR164914	35.45
nanopore	DRR174575	43.83
nanopore	DRR177331	38.76
nanopore	DRR180484	49.43
nanopore	DRR180486	50.63
nanopore	DRR180676	30.11
nanopore	DRR184353	28.29
nanopore	DRR187482	46.59
nanopore	DRR187571	32.06
nanopore	DRR202929	49.03
nanopore	DRR203156	45.06
nanopore	DRR204804	12.26
nanopore	DRR205605	18.08
nanopore	DRR206394	47.44
nanopore	DRR206400	41.37
nanopore	DRR206401	46.31
nanopore	DRR207366	49.32
nanopore	DRR207436	27.88
nanopore	DRR213976	72.96
nanopore	DRR218419	44.40
nanopore	DRR218421	47.79
nanopore	DRR239359	23.26
nanopore	DRR239360	20.61
nanopore	DRR252636	55.47
nanopore	DRR252637	54.20
nanopore	DRR252638	50.29
nanopore	DRR257742	50.76
nanopore	DRR257743	53.80
nanopore	DRR258632	30.40
nanopore	DRR258751	41.84
nanopore	DRR259339	42.44
nanopore	DRR261204	31.13
nanopore	DRR261205	30.79
nanopore	DRR276529	49.78
nanopore	DRR276531	34.90
nanopore	DRR276630	39.39
nanopore	DRR283417	27.89
nanopore	DRR286071	41.71
nanopore	DRR287515	38.46
nanopore	DRR295877	42.25
nanopore	DRR300286	43.29
nanopore	DRR311297	20.28
nanopore	DRR313296	30.55
nanopore	DRR328211	52.71
nanopore	DRR328964	40.94
nanopore	DRR328966	50.68
nanopore	DRR328968	44.81
nanopore	DRR328970	47.81
nanopore	DRR332829	44.80
nanopore	DRR346609	47.88
nanopore	DRR346622	44.74
nanopore	DRR346624	46.75
nanopore	DRR381751	60.28
nanopore	DRR381752	52.91
nanopore	DRR381753	63.57
nanopore	DRR381755	58.12
nanopore	DRR381756	50.30
nanopore	DRR381758	49.37
nanopore	DRR381759	61.26
nanopore	DRR381761	57.02
nanopore	DRR381762	48.63
nanopore	DRR381763	61.03
nanopore	DRR381764	54.97
nanopore	DRR381765	55.90
nanopore	DRR385322	59.15
nanopore	DRR396380	62.25
nanopore	DRR397251	45.90
nanopore	DRR402772	33.24
nanopore	DRR403240	51.43
nanopore	DRR412797	24.25
nanopore	DRR412801	44.59
nanopore	DRR412803	34.63
nanopore	DRR420784	43.36
nanopore	DRR420786	35.85
nanopore	DRR424510	61.59
nanopore	DRR424511	61.21
nanopore	DRR424517	65.85
nanopore	DRR424518	61.07
nanopore	DRR424728	36.66
nanopore	DRR424729	51.47
nanopore	DRR438598	38.82
nanopore	DRR439537	45.76
nanopore	DRR451308	43.04
nanopore	DRR454390	34.61
nanopore	DRR457762	48.35
nanopore	DRR463739	61.79
nanopore	DRR465249	37.60
nanopore	DRR465255	29.03
nanopore	DRR465265	44.85
nanopore	DRR482528	50.88
nanopore	DRR482530	47.81
nanopore	DRR482533	48.63
nanopore	DRR482539	45.54
nanopore	DRR482540	45.66
nanopore	DRR482541	44.34
nanopore	DRR482546	45.84
nanopore	DRR482548	41.45
nanopore	DRR482549	43.79
nanopore	DRR482551	51.84
nanopore	DRR482554	53.40
nanopore	DRR482557	43.88
nanopore	DRR482559	41.15
nanopore	DRR482560	24.15
nanopore	DRR482562	46.62
nanopore	DRR482569	29.35
nanopore	DRR482572	55.78
nanopore	DRR482574	47.39
nanopore	DRR482580	56.99
nanopore	DRR482585	36.72
nanopore	DRR482590	49.58
nanopore	DRR492952	44.74
nanopore	DRR492953	45.15
nanopore	DRR492954	41.56
nanopore	DRR492955	37.59
nanopore	DRR505221	57.54
nanopore	DRR508925	43.77
nanopore	DRR511540	33.30
nanopore	DRR513091	40.82
nanopore	DRR513096	49.58
nanopore	DRR513997	19.21
nanopore	DRR515422	42.11
nanopore	DRR567791	53.21
nanopore	ERR10359830	57.39
nanopore	ERR10359903	47.29
nanopore	ERR10360290	54.58
nanopore	ERR10360381	63.16
nanopore	ERR10367348	49.55
nanopore	ERR10367379	50.19
nanopore	ERR10513163	57.70
nanopore	ERR10762505	43.24
nanopore	ERR10846345	57.75
nanopore	ERR11011593	53.72
nanopore	ERR11749495	52.72
nanopore	ERR11749503	36.12
nanopore	ERR11843499	26.41
nanopore	ERR11843500	24.54
nanopore	ERR11843501	18.21
nanopore	ERR11843502	21.38
nanopore	ERR12041378	46.72
nanopore	ERR12041384	49.50
nanopore	ERR12041388	51.93
nanopore	ERR12075675	50.99
nanopore	ERR12075676	47.54
nanopore	ERR12075677	49.30
nanopore	ERR12075678	38.15
nanopore	ERR12308179	45.56
nanopore	ERR12321267	41.96
nanopore	ERR13600299	50.78
nanopore	ERR13600311	56.92
nanopore	ERR13600315	61.59
nanopore	ERR13600320	61.52
nanopore	ERR13600327	53.02
nanopore	ERR13600329	54.02
nanopore	ERR13600333	64.28
nanopore	ERR13600334	59.93
nanopore	ERR13600335	56.30
nanopore	ERR13600341	61.67
nanopore	ERR13600342	59.12
nanopore	ERR13600343	59.98
nanopore	ERR13600344	65.45
nanopore	ERR13600346	54.27
nanopore	ERR13600351	64.55
nanopore	ERR13600356	55.93
nanopore	ERR13600361	56.53
nanopore	ERR13600362	59.14
nanopore	ERR13600365	59.01
nanopore	ERR13600367	55.26
nanopore	ERR13600371	54.18
nanopore	ERR13600376	60.03
nanopore	ERR13600378	53.51
nanopore	ERR4658342	46.29
nanopore	ERR4658343	47.41
nanopore	SRR10051055	48.80
nanopore	SRR10063223	44.97
nanopore	SRR10064710	43.66
nanopore	SRR10064714	45.39
nanopore	SRR10064716	46.36
nanopore	SRR10064720	47.14
nanopore	SRR10064722	38.76
nanopore	SRR10064723	46.04
nanopore	SRR10064731	47.61
nanopore	SRR10064740	50.48
nanopore	SRR10162491	47.04
nanopore	SRR10173075	37.89
nanopore	SRR10173077	38.01
nanopore	SRR10238991	35.12
nanopore	SRR10259774	39.72
nanopore	SRR10259776	44.91
nanopore	SRR10259778	57.00
nanopore	SRR10259780	40.13
nanopore	SRR10259782	35.59
nanopore	SRR10259784	42.09
nanopore	SRR10278956	46.58
nanopore	SRR10297953	43.57
nanopore	SRR10297959	47.73
nanopore	SRR10297961	38.07
nanopore	SRR10297966	47.14
nanopore	SRR10297968	42.20
nanopore	SRR10297973	44.36
nanopore	SRR10297975	44.68
nanopore	SRR10297977	38.87
nanopore	SRR10297980	48.70
nanopore	SRR10297981	48.27
nanopore	SRR10297982	46.35
nanopore	SRR10297990	43.06
nanopore	SRR10297997	45.38
nanopore	SRR10297999	58.86
nanopore	SRR10298003	44.86
nanopore	SRR10336613	52.04
nanopore	SRR10336614	54.37
nanopore	SRR10336615	55.16
nanopore	SRR10336616	54.62
nanopore	SRR10336617	55.72
nanopore	SRR10337242	53.30
nanopore	SRR10337247	55.67
nanopore	SRR10340795	60.17
nanopore	SRR10340798	54.96
nanopore	SRR10340799	61.65
nanopore	SRR10340800	50.88
nanopore	SRR10340801	58.10
nanopore	SRR10340802	55.84
nanopore	SRR10340803	69.12
nanopore	SRR10345480	53.24
nanopore	SRR10353548	46.39
nanopore	SRR10386880	20.49
nanopore	SRR10388020	44.68
nanopore	SRR10390692	44.65
nanopore	SRR10390693	38.49
nanopore	SRR10390695	41.01
nanopore	SRR10390697	37.67
nanopore	SRR10390703	41.07
nanopore	SRR10390705	43.58
nanopore	SRR10390706	37.48
nanopore	SRR10436012	37.40
nanopore	SRR10436014	35.54
nanopore	SRR10441470	44.02
nanopore	SRR10504699	53.03
nanopore	SRR10523785	49.47
nanopore	SRR10523787	46.34
nanopore	SRR10523788	46.92
nanopore	SRR10539275	53.59
nanopore	SRR10609644	32.29
nanopore	SRR10609646	35.76
nanopore	SRR10609650	39.86
nanopore	SRR10686562	47.46
nanopore	SRR10725519	57.59
nanopore	SRR10728904	43.74
nanopore	SRR10810416	45.94
nanopore	SRR10820824	19.40
nanopore	SRR10861747	54.44
nanopore	SRR10861751	51.89
nanopore	SRR10882862	40.33
nanopore	SRR10882871	39.37
nanopore	SRR10882880	50.03
nanopore	SRR10882888	42.76
nanopore	SRR10882894	41.86
nanopore	SRR10882896	33.68
nanopore	SRR10912284	33.53
nanopore	SRR10912288	30.86
nanopore	SRR10912290	20.87
nanopore	SRR10912303	21.41
nanopore	SRR10912305	28.69
nanopore	SRR10958851	20.18
nanopore	SRR10968456	48.64
nanopore	SRR10968457	48.13
nanopore	SRR10969384	46.60
nanopore	SRR10973936	52.34
nanopore	SRR11038960	41.17
nanopore	SRR11038962	49.65
nanopore	SRR11038983	56.13
nanopore	SRR11061015	45.72
nanopore	SRR11067105	23.08
nanopore	SRR11069766	23.74
nanopore	SRR11070451	41.32
nanopore	SRR11096308	54.09
nanopore	SRR11096309	46.37
nanopore	SRR11096311	48.53
nanopore	SRR11096313	55.79
nanopore	SRR11108582	47.40
nanopore	SRR11110294	48.18
nanopore	SRR11176972	40.17
nanopore	SRR11179865	7.22
nanopore	SRR11179866	31.77
nanopore	SRR11193092	46.02
nanopore	SRR11193104	38.69
nanopore	SRR11211679	44.32
nanopore	SRR11215567	50.54
nanopore	SRR11215569	39.77
nanopore	SRR11215570	33.14
nanopore	SRR11248995	29.23
nanopore	SRR11249001	30.13
nanopore	SRR11252625	52.20
nanopore	SRR11268100	76.67
nanopore	SRR11278929	73.57
nanopore	SRR11278930	76.04
nanopore	SRR11280748	29.08
nanopore	SRR11321271	24.55
nanopore	SRR11321336	34.16
nanopore	SRR11362850	72.61
nanopore	SRR11425847	46.38
nanopore	SRR11425849	48.40
nanopore	SRR11425851	46.41
nanopore	SRR11425853	47.46
nanopore	SRR11425855	41.43
nanopore	SRR11425858	45.08
nanopore	SRR11457987	20.95
nanopore	SRR11457989	29.79
nanopore	SRR11461817	53.16
nanopore	SRR11483168	25.02
nanopore	SRR11483170	11.74
nanopore	SRR11483196	9.42
nanopore	SRR11483199	10.68
nanopore	SRR11483657	34.01
nanopore	SRR11485268	60.15
nanopore	SRR11536936	14.50
nanopore	SRR11559465	30.01
nanopore	SRR11579119	25.65
nanopore	SRR11579120	24.86
nanopore	SRR11613597	36.36
nanopore	SRR11653777	42.49
nanopore	SRR11653778	51.34
nanopore	SRR11653779	49.55
nanopore	SRR11653780	46.90
nanopore	SRR11653781	50.74
nanopore	SRR11653786	46.63
nanopore	SRR11653787	47.43
nanopore	SRR11687566	35.75
nanopore	SRR11747307	47.53
nanopore	SRR11747671	44.02
nanopore	SRR11747673	57.35
nanopore	SRR11773625	41.07
nanopore	SRR11809904	55.12
nanopore	SRR11853262	31.92
nanopore	SRR11858646	28.44
nanopore	SRR11901803	35.96
nanopore	SRR11901804	36.48
nanopore	SRR11901806	40.34
nanopore	SRR11901832	22.09
nanopore	SRR11905711	48.32
nanopore	SRR11909877	46.30
nanopore	SRR11909885	44.25
nanopore	SRR11951435	31.67
nanopore	SRR11969189	24.75
nanopore	SRR12032899	58.19
nanopore	SRR12135869	50.22
nanopore	SRR12160981	39.97
nanopore	SRR12165703	27.63
nanopore	SRR12165704	30.60
nanopore	SRR12165705	26.96
nanopore	SRR12165706	28.14
nanopore	SRR12214315	55.22
nanopore	SRR12247512	47.86
nanopore	SRR12247514	42.80
nanopore	SRR12247516	41.18
nanopore	SRR12247526	44.82
nanopore	SRR12247539	34.96
nanopore	SRR12247545	44.41
nanopore	SRR12247548	43.58
nanopore	SRR12247564	38.98
nanopore	SRR12247594	50.37
nanopore	SRR12247681	37.39
nanopore	SRR12247701	33.10
nanopore	SRR12247704	41.00
nanopore	SRR12247705	43.18
nanopore	SRR12247712	38.03
nanopore	SRR12247721	46.89
nanopore	SRR12247731	42.95
nanopore	SRR12247737	46.93
nanopore	SRR12247743	34.10
nanopore	SRR12247756	43.35
nanopore	SRR12247758	41.84
nanopore	SRR12280256	54.14
nanopore	SRR12280257	51.20
nanopore	SRR12280475	58.15
nanopore	SRR12280476	55.32
nanopore	SRR12282614	44.44
nanopore	SRR12298376	36.62
nanopore	SRR12298378	34.33
nanopore	SRR12298422	33.13
nanopore	SRR12298423	27.72
nanopore	SRR12298437	30.89
nanopore	SRR12298445	31.50
nanopore	SRR12298467	41.83
nanopore	SRR12298472	36.79
nanopore	SRR12298476	36.47
nanopore	SRR12298477	33.80
nanopore	SRR12298485	29.03
nanopore	SRR12298508	33.08
nanopore	SRR12298531	38.15
nanopore	SRR12298612	40.37
nanopore	SRR12298664	45.93
nanopore	SRR12298670	38.13
nanopore	SRR12298691	28.79
nanopore	SRR12298706	34.26
nanopore	SRR12298707	33.86
nanopore	SRR12298723	41.35
nanopore	SRR12298735	43.85
nanopore	SRR12298810	33.60
nanopore	SRR12298818	35.62
nanopore	SRR12298845	32.99
nanopore	SRR12298990	43.26
nanopore	SRR12298997	36.47
nanopore	SRR12299048	37.82
nanopore	SRR12299051	30.64
nanopore	SRR12299058	43.13
nanopore	SRR12299098	30.14
nanopore	SRR12299115	22.05
nanopore	SRR12299137	49.74
nanopore	SRR12299142	39.59
nanopore	SRR12299175	42.50
nanopore	SRR12328710	44.38
nanopore	SRR12328712	39.53
nanopore	SRR12328713	44.67
nanopore	SRR12329010	47.17
nanopore	SRR12342986	43.80
nanopore	SRR12342988	39.80
nanopore	SRR12343853	59.46
nanopore	SRR12343854	55.75
nanopore	SRR12343942	59.11
nanopore	SRR12343949	56.18
nanopore	SRR12343955	64.76
nanopore	SRR12343957	54.79
nanopore	SRR12343960	55.14
nanopore	SRR12343965	60.01
nanopore	SRR12343973	54.65
nanopore	SRR12343978	58.78
nanopore	SRR12343982	55.52
nanopore	SRR12343987	51.57
nanopore	SRR12343988	56.79
nanopore	SRR12343990	63.69
nanopore	SRR12343994	55.48
nanopore	SRR12344005	55.28
nanopore	SRR12344009	57.42
nanopore	SRR12344012	61.26
nanopore	SRR12344015	60.54
nanopore	SRR12356814	37.73
nanopore	SRR12367307	48.30
nanopore	SRR12395855	59.23
nanopore	SRR12464724	53.50
nanopore	SRR12492388	43.08
nanopore	SRR12492393	44.11
nanopore	SRR12492394	35.92
nanopore	SRR12492395	31.78
nanopore	SRR12492530	30.35
nanopore	SRR12492531	46.10
nanopore	SRR12492532	40.33
nanopore	SRR12492533	43.16
nanopore	SRR12502384	59.79
nanopore	SRR12507228	24.46
nanopore	SRR12507231	27.37
nanopore	SRR12562769	16.98
nanopore	SRR12615804	36.60
nanopore	SRR12616185	39.74
nanopore	SRR12619349	44.54
nanopore	SRR12622389	24.74
nanopore	SRR12622390	19.78
nanopore	SRR12622391	16.93
nanopore	SRR12622397	26.22
nanopore	SRR12622398	20.78
nanopore	SRR12622399	22.38
nanopore	SRR12622400	18.72
nanopore	SRR12628169	41.87
nanopore	SRR12695182	42.40
nanopore	SRR12697331	53.57
nanopore	SRR12697332	47.36
nanopore	SRR12697334	55.07
nanopore	SRR12713672	28.11
nanopore	SRR12720144	45.01
nanopore	SRR12765273	35.60
nanopore	SRR12799752	48.20
nanopore	SRR12801728	31.79
nanopore	SRR12804324	6.38
nanopore	SRR12805687	5.77
nanopore	SRR12805693	13.03
nanopore	SRR12824648	50.64
nanopore	SRR12824650	47.87
nanopore	SRR12825098	56.22
nanopore	SRR12825305	50.98
nanopore	SRR12825871	22.33
nanopore	SRR12881567	26.17
nanopore	SRR12881568	51.65
nanopore	SRR12883149	62.03
nanopore	SRR12905381	41.77
nanopore	SRR12919160	19.10
nanopore	SRR12921566	39.50
nanopore	SRR12921573	49.36
nanopore	SRR12921574	31.65
nanopore	SRR12921575	41.51
nanopore	SRR12935942	43.69
nanopore	SRR12935945	41.14
nanopore	SRR12935947	37.92
nanopore	SRR12935953	17.94
nanopore	SRR12935955	25.58
nanopore	SRR12935957	12.30
nanopore	SRR12935959	8.21
nanopore	SRR12935970	7.55
nanopore	SRR12935974	9.50
nanopore	SRR12935990	15.14
nanopore	SRR12936005	20.83
nanopore	SRR12936016	14.57
nanopore	SRR12936022	7.71
nanopore	SRR12936035	11.90
nanopore	SRR12937579	50.84
nanopore	SRR12951179	54.69
nanopore	SRR12951264	21.65
nanopore	SRR12995612	52.81
nanopore	SRR12995722	24.95
nanopore	SRR12995723	16.01
nanopore	SRR12995724	31.30
nanopore	SRR12995728	30.90
nanopore	SRR13009132	79.98
nanopore	SRR13014004	61.21
nanopore	SRR13051579	65.55
nanopore	SRR13067349	46.69
nanopore	SRR13067350	48.00
nanopore	SRR13106728	45.97
nanopore	SRR13148778	42.64
nanopore	SRR13170267	42.20
nanopore	SRR13206615	55.39
nanopore	SRR13213119	24.92
nanopore	SRR13232968	50.26
nanopore	SRR13238693	37.93
nanopore	SRR13243581	52.19
nanopore	SRR13249531	36.36
nanopore	SRR13249533	45.81
nanopore	SRR13258485	39.24
nanopore	SRR13260924	37.01
nanopore	SRR13289773	37.92
nanopore	SRR13295144	56.50
nanopore	SRR13295147	46.15
nanopore	SRR13348937	36.48
nanopore	SRR13348939	37.29
nanopore	SRR13348942	35.41
nanopore	SRR13495179	44.83
nanopore	SRR13496244	59.82
nanopore	SRR13500706	53.90
nanopore	SRR13601331	41.79
nanopore	SRR13624705	46.24
nanopore	SRR13670059	16.04
nanopore	SRR13670061	21.10
nanopore	SRR13679345	48.71
nanopore	SRR13684572	30.68
nanopore	SRR13684636	12.91
nanopore	SRR13706186	41.35
nanopore	SRR13734254	49.06
nanopore	SRR13758474	39.95
nanopore	SRR13759105	26.46
nanopore	SRR13759106	24.76
nanopore	SRR13775335	32.76
nanopore	SRR13781387	44.71
nanopore	SRR13950234	47.55
nanopore	SRR13950235	43.75
nanopore	SRR13950237	47.31
nanopore	SRR13950244	32.27
nanopore	SRR13950255	40.06
nanopore	SRR13950258	47.49
nanopore	SRR13950259	51.37
nanopore	SRR13950262	43.80
nanopore	SRR13950267	45.32
nanopore	SRR13950269	43.35
nanopore	SRR13950270	41.88
nanopore	SRR13950271	49.26
nanopore	SRR13950272	51.90
nanopore	SRR13950274	50.67
nanopore	SRR13950275	48.24
nanopore	SRR13950277	44.58
nanopore	SRR13988657	44.23
nanopore	SRR13994224	58.45
nanopore	SRR13997396	21.83
nanopore	SRR13997403	47.82
nanopore	SRR13997408	11.59
nanopore	SRR13997411	24.07
nanopore	SRR13997413	30.82
nanopore	SRR13997416	41.92
nanopore	SRR13997540	42.44
nanopore	SRR14074355	29.59
nanopore	SRR14074357	44.86
nanopore	SRR14139163	27.24
nanopore	SRR14173251	60.87
nanopore	SRR14230911	29.37
nanopore	SRR14230912	31.41
nanopore	SRR14230917	26.73
nanopore	SRR14230918	22.87
nanopore	SRR14230919	29.79
nanopore	SRR14230920	41.46
nanopore	SRR14230921	33.61
nanopore	SRR14230922	29.00
nanopore	SRR14230960	45.65
nanopore	SRR14230963	47.52
nanopore	SRR14230973	32.54
nanopore	SRR14230976	48.55
nanopore	SRR14230984	48.96
nanopore	SRR14455658	57.44
nanopore	SRR14480597	58.98
nanopore	SRR14506983	45.97
nanopore	SRR14640385	43.96
nanopore	SRR14684522	38.16
nanopore	SRR14684523	29.76
nanopore	SRR14684526	50.58
nanopore	SRR14684527	43.14
nanopore	SRR14684528	41.43
nanopore	SRR14684531	45.52
nanopore	SRR14684532	36.42
nanopore	SRR14684533	43.25
nanopore	SRR14721505	43.41
nanopore	SRR14766790	51.00
nanopore	SRR14766796	47.34
nanopore	SRR14766797	25.80
nanopore	SRR14766802	49.28
nanopore	SRR14766804	45.87
nanopore	SRR14766806	47.87
nanopore	SRR14766807	44.58
nanopore	SRR14766808	50.81
nanopore	SRR14766809	51.09
nanopore	SRR14766813	56.44
nanopore	SRR14766814	50.00
nanopore	SRR14766826	50.27
nanopore	SRR14766831	48.60
nanopore	SRR14766833	49.94
nanopore	SRR14766834	49.68
nanopore	SRR14766839	48.62
nanopore	SRR14766841	40.84
nanopore	SRR14766842	46.99
nanopore	SRR14804996	39.09
nanopore	SRR14844078	44.59
nanopore	SRR14844080	35.67
nanopore	SRR14852514	49.54
nanopore	SRR14852537	50.71
nanopore	SRR14852546	54.91
nanopore	SRR14862582	54.50
nanopore	SRR14873908	29.35
nanopore	SRR14933397	23.34
nanopore	SRR14996184	54.66
nanopore	SRR14996193	53.62
nanopore	SRR14996195	53.23
nanopore	SRR15006049	41.93
nanopore	SRR15006050	30.02
nanopore	SRR15006051	36.83
nanopore	SRR15006052	77.16
nanopore	SRR15006054	46.73
nanopore	SRR15006055	38.69
nanopore	SRR15083976	53.40
nanopore	SRR15083977	46.76
nanopore	SRR15083979	51.00
nanopore	SRR15095813	52.79
nanopore	SRR15135847	47.92
nanopore	SRR15136871	44.98
nanopore	SRR15143041	52.36
nanopore	SRR15157810	52.97
nanopore	SRR15171166	41.03
nanopore	SRR15171167	45.50
nanopore	SRR15171168	45.58
nanopore	SRR15171169	41.66
nanopore	SRR15171258	40.54
nanopore	SRR15171260	51.82
nanopore	SRR15171261	53.07
nanopore	SRR15171269	58.73
nanopore	SRR15171274	48.69
nanopore	SRR15171275	44.07
nanopore	SRR15171278	48.62
nanopore	SRR15171279	38.32
nanopore	SRR15171281	47.23
nanopore	SRR15171282	46.70
nanopore	SRR15171293	59.00
nanopore	SRR15171294	44.35
nanopore	SRR15171296	55.50
nanopore	SRR15171297	53.98
nanopore	SRR15171300	48.46
nanopore	SRR15171302	51.09
nanopore	SRR15171313	48.72
nanopore	SRR15171318	44.45
nanopore	SRR15171323	50.22
nanopore	SRR15171326	49.69
nanopore	SRR15173281	53.86
nanopore	SRR15212457	35.91
nanopore	SRR15216001	34.02
nanopore	SRR15283797	29.58
nanopore	SRR15283805	41.11
nanopore	SRR15310574	50.25
nanopore	SRR15323158	38.14
nanopore	SRR15342210	40.98
nanopore	SRR15371362	29.41
nanopore	SRR15372744	50.21
nanopore	SRR15403666	24.44
nanopore	SRR15428981	26.43
nanopore	SRR15429008	40.66
nanopore	SRR15460238	53.91
nanopore	SRR15507454	42.27
nanopore	SRR15560883	25.88
nanopore	SRR15634573	60.64
nanopore	SRR15647452	57.25
nanopore	SRR15655205	56.19
nanopore	SRR15665316	47.27
nanopore	SRR15674629	45.25
nanopore	SRR15683785	38.07
nanopore	SRR15719825	44.25
nanopore	SRR15860221	47.84
nanopore	SRR15860459	45.89
nanopore	SRR15860841	43.57
nanopore	SRR15883739	45.13
nanopore	SRR15901075	41.86
nanopore	SRR15987647	40.49
nanopore	SRR16004117	31.43
nanopore	SRR16004119	31.72
nanopore	SRR16004123	26.97
nanopore	SRR16014001	38.83
nanopore	SRR16014003	47.14
nanopore	SRR16014011	42.38
nanopore	SRR16014015	39.59
nanopore	SRR16027114	40.39
nanopore	SRR16038736	62.47
nanopore	SRR16039382	22.97
nanopore	SRR16069087	62.21
nanopore	SRR16069089	53.33
nanopore	SRR16074235	68.85
nanopore	SRR16074239	61.50
nanopore	SRR16074242	66.56
nanopore	SRR16074245	59.21
nanopore	SRR16074247	58.02
nanopore	SRR16074251	64.24
nanopore	SRR16074258	42.65
nanopore	SRR16074264	57.24
nanopore	SRR16074265	64.70
nanopore	SRR16074268	48.46
nanopore	SRR16074269	73.19
nanopore	SRR16086228	42.96
nanopore	SRR16109997	28.36
nanopore	SRR16109998	39.07
nanopore	SRR16109999	41.86
nanopore	SRR16110001	38.78
nanopore	SRR16167635	45.44
nanopore	SRR16167665	55.29
nanopore	SRR16167670	39.91
nanopore	SRR16167676	26.00
nanopore	SRR16201921	58.96
nanopore	SRR16277835	21.29
nanopore	SRR16556289	47.78
nanopore	SRR16591572	51.27
nanopore	SRR16591807	47.87
nanopore	SRR16608001	41.53
nanopore	SRR16690171	33.19
nanopore	SRR16893579	33.30
nanopore	SRR16897915	83.96
nanopore	SRR16917661	43.06
nanopore	SRR16992657	37.65
nanopore	SRR16992658	42.55
nanopore	SRR16992659	39.95
nanopore	SRR16992661	43.83
nanopore	SRR16993324	38.49
nanopore	SRR16993325	38.10
nanopore	SRR17027004	21.70
nanopore	SRR17027411	23.19
nanopore	SRR17030008	34.15
nanopore	SRR17030009	38.11
nanopore	SRR17030010	25.79
nanopore	SRR17030011	21.14
nanopore	SRR17030678	44.95
nanopore	SRR17041183	46.09
nanopore	SRR17042237	41.39
nanopore	SRR17042239	41.95
nanopore	SRR17042240	44.46
nanopore	SRR17050026	54.96
nanopore	SRR17102516	19.56
nanopore	SRR17102517	34.03
nanopore	SRR17327075	42.05
nanopore	SRR17479173	66.70
nanopore	SRR17544102	42.44
nanopore	SRR17562209	33.14
nanopore	SRR17662746	56.59
nanopore	SRR17662747	52.96
nanopore	SRR17687077	55.48
nanopore	SRR17687085	53.80
nanopore	SRR17687496	47.63
nanopore	SRR17689167	53.90
nanopore	SRR17696101	44.58
nanopore	SRR17709479	64.90
nanopore	SRR17758649	38.97
nanopore	SRR17772283	44.59
nanopore	SRR17772285	45.65
nanopore	SRR17772290	46.29
nanopore	SRR17772291	45.45
nanopore	SRR17772297	40.17
nanopore	SRR17833884	27.56
nanopore	SRR17837621	36.16
nanopore	SRR17838411	33.02
nanopore	SRR17842125	57.14
nanopore	SRR17842140	56.88
nanopore	SRR17842141	58.82
nanopore	SRR17842142	56.33
nanopore	SRR17842153	47.31
nanopore	SRR17853486	36.30
nanopore	SRR17858527	52.43
nanopore	SRR17880880	48.51
nanopore	SRR17883358	38.91
nanopore	SRR17953824	31.98
nanopore	SRR17970931	40.07
nanopore	SRR18038245	56.39
nanopore	SRR18042579	6.71
nanopore	SRR18059838	34.74
nanopore	SRR18070731	59.42
nanopore	SRR18098685	53.99
nanopore	SRR18121410	50.01
nanopore	SRR18159241	50.70
nanopore	SRR18212745	54.50
nanopore	SRR18264653	34.63
nanopore	SRR18274952	42.68
nanopore	SRR18274953	40.85
nanopore	SRR18274954	43.89
nanopore	SRR18274955	43.96
nanopore	SRR18274961	48.52
nanopore	SRR18286440	88.63
nanopore	SRR18292862	45.07
nanopore	SRR18328645	25.92
nanopore	SRR18331509	53.19
nanopore	SRR18331510	47.37
nanopore	SRR18331511	46.77
nanopore	SRR18360446	50.98
nanopore	SRR18439254	47.13
nanopore	SRR18439256	46.79
nanopore	SRR18500010	47.71
nanopore	SRR18500014	49.86
nanopore	SRR18500024	63.11
nanopore	SRR18500025	47.12
nanopore	SRR18500027	45.82
nanopore	SRR18500031	51.14
nanopore	SRR18508951	37.90
nanopore	SRR18513231	54.27
nanopore	SRR18516215	22.54
nanopore	SRR18516322	66.14
nanopore	SRR18516661	34.73
nanopore	SRR18554891	40.69
nanopore	SRR18559473	46.20
nanopore	SRR18560242	55.54
nanopore	SRR18686633	49.57
nanopore	SRR18740465	48.10
nanopore	SRR18740467	49.19
nanopore	SRR18777559	62.91
nanopore	SRR18827659	56.52
nanopore	SRR18884269	37.62
nanopore	SRR18884270	38.47
nanopore	SRR18915762	33.49
nanopore	SRR18959309	29.14
nanopore	SRR18959311	27.46
nanopore	SRR19049135	15.68
nanopore	SRR19090479	58.54
nanopore	SRR19119756	33.13
nanopore	SRR19119757	43.00
nanopore	SRR19119759	42.66
nanopore	SRR19119760	48.66
nanopore	SRR19119766	44.16
nanopore	SRR19154492	24.51
nanopore	SRR19154493	30.19
nanopore	SRR19154494	25.97
nanopore	SRR19156781	28.56
